Stock_Ticker,Decision_Date,Category,"SM_[-60,-30)_[-20,5)_NBS"
BBBY,"March 5, 2014",TB,0.0164517374067|-0.00372987017199|0.00947309035698|-0.00308560735572|0.00742612561109|-0.00464428291543|0.0109102974668|0.00668036781318|0.016860823082|0.000766366076304|0.00863265096282|-0.00472012393646|0.00474681643406|0.0163680858933|0.0242569283694|0.0198994777845|-0.00956251303062|0.00992273064287|0.012630928429|-0.00387182603702|0.0160847326987|-0.00352548912936|0.0186358000483|0.0106967393116|0.00776356429951@0.0262010787129
CAJ,"October 22, 2012",TB,-0.0285578835813|0.0070415244052|-0.0262018501822|-0.00174115267264|-0.029722644821|0.0180265469018|0.0167653771579|-0.0483336376611|0.00221617712666|-0.0187728908063|0.000634244727564|-0.0111210793338|-0.00749738488494|0.0358006403601|0.0135650075875|0.0118519116915|0.0016192448201|-0.0030660042806|0.01659282102|0.0181807097645|0.0203939354199|-0.0128191710782|0.0111418366342|-0.0265089244619|0.023506979746@0.0157638887988
MASI,"October 17, 2014",TB|T100|TVBF|TVB|TV100,-0.00549870918141|-0.00921276841353|-0.0036735782994|0.0270115446005|-0.0120047942942|0.0141026113239|0.00173197503277|0.012279576714|0.119176743798|-0.0654803047167|0.00990150067458|0.00826114924014|-0.0187547702769|0.032854909198|-0.0239790138212|-0.0214817995839|0.0146078617143|-0.0233517753282|0.00350704508654|-0.00387954002088|-0.00227747846221|0.0243688196118|0.0174941123434|-0.00260796618584|0.0283717772433@0.0246522431858
CENT,"August 6, 2015",TB,-0.018973164034|0.013930142294|-0.0178054635811|-0.0273300156013|-0.0116871144613|-0.0050499009327|-0.00605346049491|-0.0223336495872|-0.0141045687216|0.00505552256245|-0.00601272805839|-0.0118834905782|0.0119098109198|-0.0282165180531|-0.0125557851355|-0.0105057093874|-0.0093676731728|0.0201593668467|-0.00307567820723|0.0292039837361|0.0951396878041|-0.0141862928125|-0.0168899981393|0.0265645142056|0.0160759745102@0.0235336894064
SNPS,"November 17, 2014",TB|T100|TVA|TVB|TV100,0.000876851206128|0.00687393302589|0.00121664051309|0.0134870904472|0.00593012027054|0.000551327981959|0.00781630294028|0.00587363287817|0.00055034126999|-0.00245729024931|0.00540970960369|0.00714061593338|-0.00428051211186|0.00648797979503|0.00742666962949|0.0020585664131|0.000918743612341|0.00540976433116|-0.00276400330301|0.00245590918332|-0.00500826322755|0.00355209496164|-0.00106864784843|0.00506255007725|0.00571979626432@0.00698058226
HPQ,"September 28, 2015",TB|T100,0.011068293444|0.0112399560509|0.0221584000255|-0.00841625488376|0.00647290887027|-0.0181860485753|0.00108458727874|0.00318532317807|-3.9486697026e-05|-0.00836944574973|0.00196397799904|-0.00661850141287|0.0433226057123|-0.0274827039763|-0.0200127132797|-0.00612173261295|-0.0154911940307|-0.00223103149019|-0.00313005209997|-0.00718525820965|0.0087490033315|0.00521557530788|0.023279610309|-0.0101462267416|0.0165331128404@0.0111661974921
SNPS,"June 27, 2017",TB|T100|TVBF|TVB|TV100,ERROR
CAJ,"January 13, 2015",TB,0.0206234219627|-0.0173738944556|-0.00189473677634|0.00836018018885|0.00902303072795|-0.00898519230011|0.0107949281375|-0.00111965015538|0.00448984952472|-1.98209546288e-05|-0.0164834332068|-0.011112869057|-0.0027253825128|0.000896888948876|-0.00794851749916|-0.00180061503583|-0.00254388521716|0.00422243648816|-0.00876005495331|0.00460723495178|0.0174768651057|0.00635431507336|0.0179566588537|-0.00290697394246|0.00994163542362@0.00866703873502
INTC,"September 28, 2015",TB|T100,0.0262980868943|0.0149417987109|0.0106488295331|0.00748447372201|0.0172385325075|-0.0005202441597|0.00671056042839|0.0080168297442|-0.00378731845813|0.00302197041493|0.00296522645536|-0.00133969459119|-0.00714428808041|0.00198242459016|-0.00316843672169|0.000312886012304|-0.000533147813089|0.00569212269192|-0.00351334831519|0.0132347915838|0.0288561633323|0.0172976808248|0.0105117077895|-0.00623013515941|0.00125389333174@0.0105198819435
NUAN,"June 4, 2014",TB|T100|TVA|TVB|TV100,-0.00902284704008|-0.0316505209245|-0.0183827219748|-0.0363545356254|0.0101266765098|-0.00174954700304|-0.00409123995307|0.00113549481817|-0.000294861944249|0.00532577611501|0.00137031791368|-0.0025726160416|-0.00132581227026|0.00795480810074|0.00444567469726|0.0103343384904|0.00325299342974|-0.014808483551|0.00348620170782|-0.00352073276863|0.00259876125611|0.00846434717653|0.0139874166576|0.00852133592881|0.00178114295547@0.0178514280627
TECD,"January 8, 2008",TB,-0.0207129376307|0.00728048944295|-0.00617810164218|-0.00871042003765|0.00891729210507|0.00793015771388|0.00328627199958|-0.00075216576324|0.015938546718|0.0184585141574|0.00364469518124|-0.0111466176968|0.00466877788651|0.000284609264083|0.00831501753329|0.00338590227357|-0.00535439354598|-0.0135338366297|-0.0315514987706|0.00811988313632|-0.00381013390595|-0.00281998096169|0.0127643441468|-0.00433054351276|-0.0064407817357@0.0114421824534
DSW,"February 22, 2012",TB|TVA|TVB,0.014711520239|0.0100348591435|-0.00593783943585|0.0140230536516|0.00549522724819|0.0156845154934|0.00906043805552|-0.0124604508602|0.00387719748344|0.019619650221|0.00339460055313|0.00650087873202|-0.000925854602224|0.0022530756394|0.000237525798484|0.000678554040815|0.0259650925222|0.0119193059905|0.0173658074641|-0.000434827431314|0.00544158751218|0.0162048748647|-0.00473900623018|0.0404161151477|0.0136122160072@0.021584195675
WHR,"April 12, 2017",TB|TVBF|TVB,-0.0138840434508|-0.0226869086213|0.00451108659338|0.00422442680756|0.0115107084975|-0.00978237285323|0.00308493249341|0.00202174048007|0.00280555829637|-0.00510160049749|0.00879027365488|-0.0062281748399|0.0119063492761|0.00081073845127|-0.0285030152005|0.00561243860865|0.00904841990069|0.00278445995799|0.00533704502083|0.00796883881274|0.00697643834456|0.0163097305245|-0.00958423947346|0.000879170585399|0.0163064420912@0.0185179682493
NUAN,"December 29, 2011",TB,0.0158433682105|-0.0162427759362|-0.0130892963466|0.0189501530636|-0.0231189330201|-0.00908299448715|-0.00896656203636|0.0168052448161|-0.00618193699643|0.0103748153461|-0.0298188235498|0.0145603152402|0.0168032827559|-0.020205108419|0.0297505308531|-0.0319862402376|0.00664934544137|-0.00700984987694|-0.00776594306432|-0.0203745883655|-9.04605017209e-06|-0.00384261830305|-0.0185227393705|0.0222099169624|0.0205834797644@0.0206477112143
WMT,"March 9, 2011",TB,0.0032691831232|0.00673478446097|-0.0208381394158|-0.00102838903296|-0.0174788379022|0.00364361116386|-0.0102721310258|0.00205216242535|0.0102031206613|-0.0234305678753|-0.00985126909874|-0.0179861067201|-0.0112956407323|0.00151723397135|0.00824408836334|-0.00318198533872|-0.00662010399444|0.00385472705631|0.00188942935014|0.00408410178978|0.0115657467075|0.00690035024713|-0.00435544653462|-0.00304619796613|-0.000637576742989@0.00649271830884
WHR,"July 20, 2016",TB|TVBF|TVB,-0.00400040331793|0.0102979869653|-0.00988683320544|-0.0479081190557|-0.0265263493608|0.0224365098728|-0.000527217067964|0.00264069957815|0.00377215978345|-0.00860199639279|0.0101471556312|0.0120556863472|0.00513443927862|0.00604873888736|-0.000508018733813|0.00313613139017|-0.00194241776414|0.0117530327572|0.0134829851345|0.0112489945926|0.0212875203978|0.00200157044794|0.0235045757143|0.0199122445806|0.000526001993034@0.0124913059109
NVO,"February 18, 2011",TB|TVA|TVB,-0.0135966029706|0.00466563134008|0.0104036644866|0.00334233380773|0.00699861102711|-0.0105201319198|-0.0111095366133|-0.000496083342763|-0.0187911174446|-0.0187026564237|0.00353838794774|-0.0051265825176|0.00946012519601|0.0316611881372|0.00225940291393|0.00483921256626|0.029122646918|-0.00771461972575|-0.00321950966392|-0.00206457825852|0.0293142127877|-0.0120031219461|0.00215000706439|-0.0130631826631|0.0137558133923@0.0135822906422
BAX,"June 24, 2009",TB|T100,-0.0116512472428|-0.0023413356354|0.0258155067963|-0.0409968132238|-0.0209752774444|0.0241154412998|-0.0398015392155|0.00423206753371|-0.0157488802804|0.0059491314311|-0.00765004273574|0.0309872936754|0.0342745475741|-0.0221344197585|-0.00793481393697|0.0196093727265|0.0194229235731|0.0329250720831|-0.0145260396059|-1.38323367566e-05|0.0031559478231|0.0293999879217|0.00110853529867|0.0128279621907|0.00147143170215@0.0187749235941
WMT,"July 23, 2013",TB,0.0175243934478|-0.0012719961993|0.00485828750852|0.0017246773973|-0.00663930359841|-0.000255849497041|0.00357882084158|0.00192152537139|0.00182786841503|0.0182314518049|0.00186525550609|-0.00209134051697|0.00549218908562|0.00126101410281|-0.00828685929784|0.00786308023475|-0.00206947447924|0.000414548052506|0.0100686482539|-0.00223883907064|0.0112958918537|-0.000665796764691|-0.0026156841949|0.000791735600816|0.00297552632992@0.00745547311926
CGNX,"May 14, 2015",TB|T100|TVA|TVB|TV100,-0.00829227588806|-0.0153919066407|-0.0162388852775|-0.00653286639267|-0.00372172337132|-0.0573988933336|-0.0260971522897|-0.0111225193633|0.00550054535751|-0.024084744508|-0.0334901422015|0.00182589602058|0.0127324626103|-0.0231617379502|0.0144534817443|0.00384556791086|-0.0339711955233|0.000503159392447|0.00282967357535|0.013310186369|0.000786687334745|-0.0100110155743|0.00300135491276|-0.019526496863|-0.00332948136477@0.0143233285776
MSFT,"August 11, 2009",TB|T100|TVA|TVB|TV100,-0.013693502473|0.0178343314569|0.00980540006916|-0.0183914254418|-0.00217078964105|0.00437097200037|-0.00557596272435|0.0101925864329|-0.0935692421995|-0.021212235579|0.0142647655908|0.0111870233525|-0.0114579646368|-0.0177739769495|-0.00301484892808|-0.00886740061089|-0.000790293673453|-0.0156441910859|-0.0094941018044|-0.00900246407487|-0.00807834832916|0.00506883381982|-0.00608951774692|0.00390694370226|-0.00560863840843@0.0116446252243
SNY,"January 5, 2017",TB|TVA|TVB,-0.00847596284065|-0.00980726040689|-0.0207366864191|0.012204047659|0.00410443376707|0.00432739185326|-0.0299592972503|-0.00652544724005|-0.0241015315472|0.00323271458198|0.000465926819246|0.0146423883941|0.00243521769028|-0.00342481858165|0.00349134416707|-0.00856320816215|0.0104317672892|0.0186542852801|0.0100751203125|-0.00762897247318|0.0150549060023|-0.0313587740616|0.0160412444782|0.0011388769468|-0.00856118520905@0.0150656770825
LEA,"March 16, 2011",TB|T100,-0.0130823903078|0.0175819671073|-0.00916862636072|0.00464214939794|0.023501753437|-0.0354185311635|-0.00411820454396|-0.0037540063053|-0.0179597611725|0.0196300680803|-0.00893336003632|-0.0210261926659|0.00734554618557|0.0055208406633|-0.00961718380433|0.0135611039821|0.0138556918745|-0.0222529089557|-0.00105532277974|0.016789706468|0.006419494772|-0.0490000973757|0.0288207944464|-0.0166604928415|-0.0141723029118@0.0153715944625
ADMS,"February 16, 2016",TB|TVBF|TVB,ERROR
AWRE,"October 10, 2014",TB,0.0135904619627|0.0117149032227|-0.0145000199044|0.00271427774067|0.00426492969067|-0.0479831153595|-0.0185708596807|0.0216338668538|-0.0161207220056|-0.0237169112799|0.0379111380625|-0.00841656247198|0.0139166446734|-0.0209863990339|0.0173519396974|-0.0112758834561|0.0156479072853|0.022074243339|-0.00822999112452|0.0368305276553|0.00762846965233|0.00342116405243|0.00216994546741|0.0147696870664|0.0319615275864@0.0184956621289
HAE,"May 10, 2012",TB|TVA|TVB,-0.00712079064673|-0.00125026058492|0.00171560323677|0.00374792665247|-0.00865498808934|0.00393931584271|0.00636222240145|-0.00399029616667|0.00305474377544|-0.0185296407884|0.00595045966527|0.00469829290132|0.0461869910711|0.002613729828|0.000859542626151|0.000790470944065|0.0205661588466|0.0024116274698|0.00258469327337|0.0112728060768|0.00317612357814|0.00631138405918|0.00852784777956|0.00695861026535|0.00696369073095@0.00742693038263
T,"May 1, 2013",TB|T100,-0.000179779796516|0.0138999363164|0.00630127049162|-0.00350104021571|0.00129486716759|0.00225442851863|0.00709693015352|0.00320003639164|0.000552558940012|-0.0108873556169|0.00666016052454|0.00364174912339|0.00797659881285|0.0085515597202|-0.000455486349032|-0.0519191467395|0.00360342172087|-0.00505609396228|0.00221358581898|0.00264337988949|0.00922213560259|-0.0066617317496|-0.0131552764215|-0.00846818492802|0.00793209368046@0.0045955858295
FTNT,"July 22, 2016",TB,0.0122576957162|-0.0373925759851|-0.0468949336086|-0.0169162339924|0.0104953074502|-0.00203097437573|-0.0026878604171|0.000856045397679|-0.0061653743499|0.0105166561509|0.0225310978359|-0.00256632905168|-0.00326890316034|-0.00464029065162|-0.00419320739593|0.00192851061123|-0.00585984893766|-0.00929051782622|0.0222294788649|-0.00533503454338|0.0217521170095|0.0219676295069|-0.00598950647368|0.00218861546806|0.00955563294045@0.0162286139013
NKE,"November 28, 2008",TB|TVBF|TVB,0.0395884346331|0.028134766627|-0.0338693326342|-0.0147774500164|-0.03657257101|-0.00595490960106|-0.0455604228555|-0.0217585205338|-0.029861552917|-0.00101057943782|0.0577819037457|-0.0170887184978|0.00318902620825|-0.00515806536151|-0.0206654967842|0.042862021288|0.0597997597719|0.00697950403663|-0.0258302595669|0.0528831759179|-0.00838119450775|-0.0454142654916|0.0163065135632|0.0237424110895|0.0181131595633@0.0320043380066
HAS,"October 4, 2013",TB|TVA|TVB,0.00975118109714|-0.00399248146767|-0.0263224084585|-0.0018874841038|-0.0104683321124|0.00599447298449|0.0080122069113|0.00489465229376|0.00953664750266|0.0155874004371|-0.00278718381128|-0.000113374052441|0.00107821676003|-0.0067503344695|-0.00713339974214|-0.000694395250834|0.00100139876223|0.00410793028636|-0.00384044319882|0.00182174129394|0.00403103255289|-0.00787468008328|-0.0032150170812|0.00183438348801|-0.0116066349312@0.0114410236224
IBM,"March 6, 2014",TB,0.00856887426297|-0.00809851312539|-0.000467722706585|-0.00367772202228|0.000870617615698|0.00148724904733|0.001964081594|0.0028408370149|-0.00504536266676|0.00539555697417|-0.000584250003938|-0.00763934603721|-0.00370913508498|-0.00170809294296|0.00351349343196|-0.000418439981623|-0.00439279143525|0.0022560542989|-0.00525498689673|0.00176010395338|-0.000909829819374|-0.0012201942658|-0.00722915929013|0.00674509186259|-0.00414696406774@0.00751673251549
PRGO,"February 13, 2009",TB,0.0104022288173|-0.00360051606008|0.0183536925938|-0.0161436927817|0.000480943556817|0.00156860842789|0.0103505316605|0.00146545149996|-0.00679617051883|0.0216701487474|-0.000393606831157|-0.00496890616758|-0.243805277524|0.022351103005|0.0152472220595|0.0100206812977|-0.0131341016627|0.0127759292747|0.0119854467239|0.0186081988242|0.000398978672057|0.0163916265055|-0.0124527493093|-0.0137068795803|-0.0184068021045@0.0219941576798
AMTD,"February 6, 2014",TB,0.00383904523558|0.00522598014045|-0.0100662644469|0.000669432525787|0.00932419821804|0.00690835142346|0.0174588000454|0.00277647771827|0.0376686655528|-0.00346463859754|-0.00811956736825|-0.0167168668903|-0.0172223419326|-0.000700954096589|-0.0100971807915|0.000751783044463|-0.00551601872406|-0.0134855025783|0.00705319752925|0.000337932426572|-0.00580965544314|-0.0034476808297|0.00657584009673|0.00874048921892|-0.0014482655315@0.00834610307399
ROK,"June 30, 2016",TB,0.00764093104224|0.00792181115302|0.000737751771041|-0.00290513519703|-0.00217098390644|-0.00193317202963|-0.00951051793332|-0.000329701077883|0.00251970738993|-0.00421334633889|-0.000841211819222|0.0095318677244|0.00443894999806|-0.0100199103234|0.00721063574696|0.00866455200899|-0.0376700091523|-0.0230748722061|-0.000971037138321|-0.000236430722096|0.0151564113763|0.00655559982765|-0.0223593760516|-0.00473301639849|0.00080840481116@0.00648248113396
NSIT,"March 21, 2014",TB|T100,-0.0117656042133|-0.00373324329907|-0.00113358911431|0.0132072517891|0.0062529752092|-0.00514863319258|0.0126849515517|0.0406835842807|0.0263309955552|0.00560515015536|0.00141872024428|0.00155920089124|-0.00436970643617|0.017804618043|0.0102179920975|0.0144445540255|-0.0114799757912|0.00842180122544|-0.0125967056647|0.0099688026484|0.013094989939|0.0150329013296|-0.0090300248475|-0.00518850596145|0.00577449132523@0.00963853133614
WDC,"March 31, 2015",TB|T100|TVA|TVB|TV100,-0.0244441058788|0.00362436070205|0.000740314199667|-0.0123342573794|-0.00186012120326|-0.0144214821454|-0.0113822882514|-0.00362030268282|-0.00654687726542|-0.000710987670733|-0.0117930243749|0.00316617330657|0.0203502180782|0.00463624278673|-0.00454708096211|-0.0102496035739|-0.0188333490968|-0.00654845910471|-0.0103519593396|-0.00780344821431|-0.00552931318732|0.0195823005217|0.00518532520724|-0.00275883398649|0.0139398505399@0.0184645653136
BBRY,"December 28, 2015",TB|T100,-0.0155957409501|0.018524562196|-0.0259932230635|-0.00611721677269|0.0159551126206|-0.023193918839|-0.0174825082867|0.0148048992815|-0.0275605668751|0.0620156582899|-0.0020471269389|-0.0240448915341|0.019116648558|0.0182434471691|-0.0285570232773|0.121489920136|-0.00138144684687|0.0119261366197|-0.00102505329016|-0.00351667499215|0.0352278847765|-0.0249043102912|0.00744082485605|0.00405422890154|0.0020170629201@0.0252476188684
EBAY,"January 24, 2017",TB,0.00991481230257|0.00872246686895|0.0141725020644|0.0033876051391|0.00114740236861|-0.00379344030993|-0.00143231854138|-0.00729999071932|0.0111416533665|0.0320463587891|-0.00417263741996|-0.0144909881036|0.00407696377008|0.00268942643893|-0.00259563798469|0.00578162211691|0.00277289197517|0.0167815200862|-0.0047347006684|-0.00738318850944|-0.0144136449467|0.000402993365853|0.0517951891926|0.0275991948392|-0.00177435218912@0.0122624919576
RAD,"October 22, 2015",TB|T100,-0.021067655492|-0.00404772442476|-0.0683521099011|-0.0167001169848|-0.0222104734069|0.0156187969662|-0.000975889645212|-0.000634227789554|-0.0400410634508|0.0054875863687|0.00453953985216|0.00433811214899|-0.00396664393451|-0.0149277627437|-0.00850533453814|0.0278532128031|-0.00257325873694|0.0277306908083|-0.02518801898|-0.0115659723231|-0.033492112917|0.00124601558313|-0.0138882669208|0.356794209557|-0.0834848448867@0.0151129849691
AMTD,"November 30, 2011",TB,-0.0008006840616|0.00613421637561|0.000816223437952|-0.00131492979726|-0.00266939847937|0.000402882170814|-0.00590404134882|0.00862660444485|-0.00535336037735|0.00283028459603|-0.00761443941004|-0.0170702323173|-0.00702703515064|0.0101804072301|-0.00101816431289|-0.00713638589842|-0.00465186313067|0.00451797841406|-0.0141060942725|-0.00385014297323|-0.00205435312755|-0.0119820368371|-0.00685134392388|0.00869630719961|0.00099289881255@0.0124440933986
SMSI,"June 27, 2014",TB,0.0168174252931|0.00413381910424|0.0429395788753|0.0163157416036|0.333763221839|-0.19297451007|-0.0186972287729|0.0421905196221|0.00684553808255|0.0699867400267|0.0285929254865|0.0415710454384|0.172608266071|-0.0262558308545|0.0402718179661|0.039746648791|0.0301047903297|0.0111870188911|0.0170025044379|0.0520296960675|0.0608386319547|0.110239830352|0.00753810984431|0.0392649787016|0.26055808697@0.109286003999
IBM,"October 13, 2009",TB,0.0022197021848|0.0107475619886|0.00294609857938|0.00276741935105|-0.00120966025777|-0.00260540250914|0.000996979797151|0.010524940639|0.0064567848592|-0.0263062228268|-0.000789341478882|0.0109243358218|0.00550148142787|0.0142565903812|-0.00347171129372|0.00412563300539|0.0110414789376|-0.00827672289138|0.0261959878712|0.00724334249997|0.00270456622155|-0.000832107188781|-0.0042306357014|-0.0439175978132|0.00688237308407@0.00463029255261
MKSI,"June 25, 2009",TB|TVBF|TVB,-0.0276558177149|-0.00937119964505|0.0361538600995|-0.00748086622683|0.0182183998732|0.0198750684577|-0.000182656558675|-0.000847539111209|0.0226687207423|-0.00451340857255|-0.00517428028089|0.000165159993935|0.0486675777133|0.00592896894155|0.00126541325439|-0.0244178643496|0.00306292460716|0.0182391997727|-0.00812255976804|0.0166854813622|-0.00676216904213|0.0258561833484|-0.00459035618988|-0.00789894124901|0.0542805895544@0.0314594588488
BCOV,"October 10, 2014",TB,0.0288928552624|0.00680583109214|-0.000337275353059|0.011196924694|0.00386849167229|0.0155681138116|0.0205079814823|0.0114198065765|0.0143749649069|0.0345512008743|-0.00818638089031|0.0021931559134|0.00766144747478|0.046086890359|0.0393112787333|-0.0076019212057|0.0318254175663|0.00360088436789|0.0143315669156|0.0225357074622|0.00491557789196|0.0593211783853|-0.00842539969482|0.0577962961067|0.0630427819899@0.0891795490441
KODK,"June 17, 2014",TB|T100,-0.00271014309912|-0.0108596821086|0.00688914375229|-0.00493287168911|0.00852430735635|-0.00272685571465|-0.00361719141648|0.0207526398615|0.0325548628991|0.00802412272399|-0.00011288114383|0.0192754933089|-0.00319216121388|-0.00471118278861|-0.0109014652473|-0.030622094362|-0.000928387076187|0.00423458487967|-0.0160662131802|-0.0589038824517|-0.0163734584735|0.00694153688208|-0.0188201342931|0.0320826674882|-0.00641630779196@0.0391554025341
V,"November 26, 2013",TB,-0.00299021384093|0.00380997913471|-0.0328649016347|0.00804135975995|-0.0199852130087|0.00813909296282|-3.92388070122e-05|0.00203142208004|-0.00899936726904|0.00352300164234|-0.00332739660114|0.00322744710606|-0.00635054396627|0.00189731184838|-0.0066652412008|-0.0107291441564|0.00695066191137|0.00493796267412|-0.00569329408277|-0.000700674417377|0.00628377500485|-0.00229827864276|-0.0028328497021|0.0106804285422|-0.0116639948073@0.0100173346478
IPXL,"July 14, 2010",TB|TVA|TVB,-0.00262868784312|-0.0179327962706|-0.00486717040198|-0.0186861494741|-0.0108834164718|-0.0202678369788|-0.0378737750609|-0.0170093337352|0.0356775220532|0.0115513920821|-0.0761852285241|0.0147323357055|-0.067140924281|0.00625797178512|-0.0428686300853|-0.025731860077|0.021063154677|-0.00697822647642|-0.0435523801658|-0.00418597623408|-0.0480369126388|-0.0170723782844|-0.0112970211431|-0.0111468823663|-0.0222863282117@0.0286064922082
MCK,"May 7, 2009",TB,0.00742339416488|0.0142684629378|0.00386907151463|0.0287159639268|0.000657082970744|0.0129717440575|0.0019225548805|0.0162166865049|-0.0128000973469|0.0139433869546|-0.0115151608356|0.0134650584756|0.0403666227491|-0.00436546785797|0.0287360549266|-0.0156222329789|0.0272750644809|0.0159929262921|-0.0162740294778|-0.0158060499586|0.0612993685323|0.0342172451213|-0.00111827342342|0.0104717874922|0.00311452270107@0.0389894015762
MSI,"June 27, 2014",TB,0.00555130150672|-0.00205531514894|-0.00880011227843|0.0032288552777|-0.00588898082186|0.00331676778642|-0.00153964785595|-0.000687733855053|-0.00581492498109|-0.00382438635973|0.00189535550893|-0.00246553507549|-0.00394576603688|-0.00578675520606|0.00483671166173|-0.00214546493857|-0.000436731343941|-0.00294861294735|-0.00649470628279|-0.000486302847546|0.00105702957252|-0.0039103881258|0.000742581440305|-0.000786237589949|0.0017693409667@0.0108785396788
DEST,"January 20, 2016",TB,0.016447138148|0.0451065873104|0.0298658599158|-0.0183225760779|0.0207099780608|-0.0133914041782|0.00186932693965|-0.00554389336953|-0.0392559367815|-0.0485538428562|-0.00473326157169|0.0185553716023|-0.0611614200938|-0.0475117684234|-0.0381949866022|0.000570297416521|-0.0579554685274|0.0256347529126|-0.0101962420325|-0.013230488952|-0.0409875195568|0.00844464749043|0.0681788512995|-0.0648958570437|0.0376121314141@0.0387200163113
BDX,"October 29, 2008",TB|T100|TVBF|TVB|TV100,4.71932292903e-05|0.00502488724762|0.00984339966402|-0.0149746018149|-0.0154545003102|0.0282365464626|-0.0518334429772|-0.0616646711027|0.0616015266013|0.0156716191896|-0.0354698268213|0.00495784187781|0.00243745866772|0.00181642359537|-0.00344448836049|-0.00542375180226|-0.00249153256209|-0.0322700481165|-0.0365758731395|0.000366009453082|0.0125962335659|0.024082087559|0.016764644904|0.000369233211648|0.00601761431036@0.0110161219885
BDX,"May 22, 2012",TB|T100|TVBF|TVB|TV100,0.0027559386596|0.00025132253682|0.000371740001093|0.00746946305621|0.00957502104573|-0.0169141102386|0.00298050204007|0.00857008135861|0.00119960975052|0.000227053467795|0.00381858545029|-0.00404309061983|0.00661812916653|0.00470173766182|0.00579469577105|-0.00132948022848|0.00314095017491|-0.00297567044621|-0.00065545599768|0.00265028855721|-0.00910860508519|-0.00496150213355|0.00299228913677|-0.000959888461444|-0.0110850951079@0.00470681112351
GGG,"December 1, 2016",TB|T100|TVA|TVB|TV100,0.00465854653677|0.0067698585532|0.00988294968469|-0.0145528715844|-0.00653843023441|0.0121131823953|0.00759485667959|0.00847303357952|0.0223101941108|-0.0013409396626|-0.00694451360444|-0.0112158307204|0.00124156490512|-0.0118877337839|0.0101203798629|0.0077085146105|0.001621556089|-0.00543494386076|-0.0102722809178|0.00283189423865|0.0160267043848|-0.0054001504382|0.00186759355483|0.00406843297544|-0.00733991660851@0.0121033445807
TDA,"October 30, 2012",TB|T100,ERROR
IBM,"April 6, 2015",TB,-0.00262476716364|0.00984508731286|-0.00222386830296|-0.004238517545|-0.00547604375065|-0.0176649365954|0.00436642888879|0.00205802562363|0.00571311319197|0.00443633066803|0.00994579809402|0.01247050285|-0.00443878322907|-0.00884135011126|0.010915588904|-0.00368776066763|0.00159322356771|-0.00473729527938|-0.00486389566601|0.00412305686931|0.0028810535411|0.00267620772641|-0.00495946666394|-0.00163318601849|-0.00249855878445@0.0102290378977
IBM,"July 14, 2011",TB|TVA|TVB,0.000740857427512|0.000413843318672|0.00862748079756|-8.48083707473e-05|-0.00201225663599|0.000545665647183|0.00435033557969|0.00120502587014|0.00922045158629|0.00532658618408|-0.00276849314622|-0.000632538309524|0.0073185294325|0.00541705777163|0.0119035337607|-0.0140185176792|0.00457011987243|0.00337176812271|-0.00272602425348|-0.000885857933693|0.00386934899399|0.00343053885511|0.00377341696727|0.0441931034752|-0.00827286122856@0.00701473049043
TGT,"July 23, 2009",TB,0.00312429697467|0.0237701259657|-0.0149965829061|-0.00485303919719|0.00378927518251|-0.0223002847531|-0.00718872167309|0.0053501098608|-0.00454830916296|0.0156319271671|0.0294491609087|-0.0121539214932|-0.00552035220515|0.00231445069733|0.0067569539943|-0.00238271883587|-0.00849775074275|0.00160029748638|0.000231466048829|0.0287693459648|0.00786637167634|0.0087566245569|0.00218739905508|0.0134759846283|0.0119220556165@0.0191668695884
CREE,"June 27, 2012",TB|TVBF|TVB,-0.0111082607299|-0.0217175082225|-0.0163763345485|-0.028158773812|0.0102904886379|-0.0195155386128|-0.0277892462711|-0.00433046128612|-0.0166897266392|-0.00472254270997|-0.00642250665206|-0.0273440188488|0.0217131691031|-0.00502257636776|-0.00467137994225|0.0119713621898|7.06408357372e-06|0.0175744323857|-0.022955749977|-0.0139424584077|0.0344169249384|0.0329034506912|-0.02873787568|-0.0350223432581|-0.00498217165505@0.0243772145303
LVLT,"November 20, 2015",TB|T100,-0.00396062995421|-0.00797046074048|-0.0148337335158|0.076368553931|-0.0167656771603|0.0067579528977|0.00954516707896|-0.0175009316254|0.00445044157154|-0.0065956789209|0.0024375043758|0.00666542486042|0.0028227576343|0.00492856618793|0.00865157436929|0.00607425093976|0.00489440645982|-0.00125049928286|-0.0190897293616|0.00284325136696|0.00141997656782|-0.000949983506241|0.00238578148272|0.000215415367846|-0.00210824685313@0.0154235053766
BONT,"March 28, 2016",TB|T100,-0.032341501081|0.0654639241934|-0.132408215486|-0.032274038483|0.0469980306878|0.310256313543|0.0848521838027|-0.0686952706369|-0.0246091018032|0.0270237233387|-0.0583433803624|0.00996668359099|-0.10159540999|-0.00662960434764|0.0201485919247|0.0335960347234|-0.0860350508967|-0.0469246025196|-0.116790351632|0.072023860513|0.019528784209|0.0102590881713|-0.0282402296941|0.0101998854636|-0.0357361323877@0.0708916169824
