Stock_Ticker,Decision_Date,Category,"SM_[-60,-30)_[-20,5)_NBS"
CHTR,"March 2, 2017",TB|T100|TVBF|TVB|TV100,0.00574129151347|-0.0108957184337|0.00430255836476|-0.0200117808295|-0.000477550339159|0.00329685355931|-0.0100541998197|-0.0078574045105|-0.0123534857947|-0.00949291882115|0.00242438373957|-0.00429047394993|0.0022123459086|-0.0123420847352|-0.00207225504627|-0.00560464632561|0.00318726014137|-0.00425776814413|-0.0117417829116|-0.00853970241746|-0.00102526585527|-0.00842097379734|0.004288818181|-0.00183018775198|-0.00317038898217@0.0120982953447
CAJ,"March 9, 2010",TB,-0.0125884169614|0.0158802874668|-0.00169274739649|0.00248906373474|-0.00799462555052|0.0053895014461|0.0236824933966|0.00333598907649|-0.00609588107638|0.0265242569607|-0.00808637798424|-0.0088026825065|0.00490213831525|-0.00250812105879|0.0122148186422|0.00672012159152|0.00611341429206|-0.00611068407569|0.0281231634322|0.00192225382158|-0.00647702558747|0.0117429554519|0.00545773131847|0.00126378783352|0.0275590392554@0.0156762172592
DECK,"April 9, 2014",TB|TVBF|TVB,-0.014565502057|0.00164494937597|0.0152824855262|-0.00791529090603|0.0175053297828|0.00789193370727|0.011970710838|-0.0118420665497|0.0399074502504|-0.0132542675403|0.00451281658174|0.0196234408178|0.0103605879309|0.00171212059469|0.011001658025|-0.0169742961301|-0.00474308773654|0.0251618974811|-0.00474905160158|-0.00540159695025|0.0126527441529|0.00871152893831|-0.020181469109|-0.00186688565734|0.0172907713454@0.0270071152152
GE,"April 30, 2008",TB,-0.0131753953048|-0.00923780034068|-0.00791462204771|-0.0103044871815|-0.00892346194549|-0.00748816143046|0.0051946102108|-0.116630606709|-0.00733645565638|0.00289895397717|-0.0238286180681|-0.0098831600342|0.00738444501534|-0.00933863447538|-0.000790366228902|0.000999709175304|0.00723485501811|0.00370815863456|-0.00676536956926|-0.00790603172821|0.00123907428161|-0.0118531739947|0.00182107794011|-0.00113575063802|-0.0168009299589@0.00967600390872
CNXN,"May 8, 2013",TB,-0.0349564944047|-0.011107176143|-0.0162735731532|-0.0660103170453|0.0357872973821|-0.0543770916402|0.026149243793|-0.0550859062807|0.00247764901328|0.0181344484023|-0.00390602276549|0.0113982446681|-0.0144823256923|0.00395616829769|-0.00361213915618|-0.0438826425452|0.024677017606|0.0870137961083|-0.0345278515747|-0.0235994641619|-0.0179342507379|0.00207760352646|-0.00982057981784|0.0333448800104|0.0111971951896@0.0237198620035
OIIM,"March 3, 2011",TB|T100|TVA|TVB|TV100,ERROR
SPLS,"March 22, 2012",TB,0.00119607898686|-0.00687596486827|-0.00341678954804|0.0458122076377|-0.0789027587111|0.0413295678051|0.00579557462328|-0.0115692388121|0.0476148830738|-0.00699125396375|-0.0164555897874|-0.00313367970676|0.00188168213069|-0.0187409209282|0.0298321084673|0.0256717140885|-0.00455761473741|-0.00208896439107|0.0255230389825|0.00353681755123|0.0200524942448|-0.0129832539959|-0.00567981778414|-0.00595715197471|0.00486374661059@0.0146961582566
PHG,"September 29, 2011",TB,0.0233951047116|-0.0113809725977|-0.00653560117642|-0.0663314966204|-0.0163691943936|-2.94027893823e-05|-0.0195505870842|-0.0241187236682|0.0330781559673|0.00115192221009|-0.00709501946458|-0.0288585124232|-0.00118266282796|0.003217267642|0.0350231047295|0.00845502579305|-0.00292141669752|0.026352708825|0.00863768893069|0.00647304247821|0.0471607989527|-0.0227903008631|0.00611575389796|-0.0343874870294|0.00444844497918@0.0153129619714
IBKR,"November 15, 2011",TB,-0.00705045523631|0.00562739018448|0.000298951336343|0.0231295983132|0.00688534692512|0.00319564822299|0.0115568437453|0.00531451777808|0.00118199063455|0.0282062990523|-0.0121783292815|0.00481582922094|0.00346829181464|-0.00697482482592|-0.0169426542684|0.00502545281968|-0.000259599850441|0.0147429246648|0.000608952904389|0.00368815897888|-0.00679760408864|-0.00383138342064|-0.00200866199422|0.0174782033441|-0.000683777581608@0.0122683282001
CSCO,"July 23, 2014",TB|T100|TVA|TVB|TV100,-0.0108952859815|0.00576040860273|-0.00579803764828|-0.000423328829425|0.00313161755592|0.00767434850284|0.0029802854007|0.00449319532765|-0.00190983618653|-0.0104294508484|0.0126888666562|-0.00358846402606|0.000580333703377|-0.0049960140739|0.0058148049744|0.00989163963297|-0.0185910129674|0.0100007758536|-0.00550370736101|0.00187499286805|-0.0128562483777|0.00300964976883|0.00167657954449|-0.0046733004369|-0.0117893297065@0.0126330183184
BKS,"December 28, 2016",TB|T100|TVA|TVB|TV100,-0.0126949126338|0.00924970435672|-0.0077753267768|-0.0176807628862|0.0181812739525|-0.00359777046809|-0.00679435236365|0.00942058942798|-0.0179616237635|-0.0405088089921|-0.00766752587457|-0.009210942083|-0.00164288180664|0.0202491745273|-0.0013206221975|-0.0051988806095|-0.00174514953674|-0.0326465316896|-0.0160619217418|-0.0101550207705|0.00199296502344|-0.0212581706297|-0.0227293848875|-6.0393027831e-05|0.0037562315665@0.0168270695753
IBM,"June 26, 2012",TB,-0.000264873066447|0.00380413312705|-0.00637882861733|0.00388092860297|-0.00245163791293|-0.00360988039175|0.00413427334886|0.00171837168444|-0.00386442873073|-0.00161601215284|-0.000203356435794|-0.00149541039402|0.000385169493093|0.0107223198156|-0.00592302022442|-0.00583518362765|0.000736891716556|-0.0062378911571|-0.00562348283571|0.0107823358626|-0.00946109308915|-0.00299304651543|-0.00567527899405|-0.00151525871867|-0.00157379770262@0.00766144485454
BKS,"December 28, 2012",TB,-0.129369603086|-0.00115586361178|-0.00738342511447|-0.00121714364754|-0.010127793166|0.00789741578255|-0.00226590971461|0.0600569437737|0.0220797981375|-0.0318934419471|-0.0015617156986|-0.0123957605782|-0.023918807|-0.00374398910818|-0.0337532577894|-0.0264299579297|-0.00171984968855|-0.0113583732264|-0.0397061481062|-0.0158733159246|0.0440056428688|-0.0132159801898|-0.0673799241431|-0.025592615399|-0.0740271103486@0.0432514292913
SYK,"August 7, 2013",TB|T100|TVBF|TVB|TV100,0.00434566339825|0.00143763066516|0.000800472657131|0.00807389251292|0.0110946616383|0.00790488544338|0.00370249455412|0.0110992985476|-0.000451121001351|0.00404689865334|0.0013317709044|-0.00152963551609|0.000352961358983|-0.00455216753195|0.00149975725967|0.000311689650477|-0.00105933221931|-0.000608823489556|0.00108763285295|0.00336559696912|0.00143694615658|-0.0018554266068|0.00514719532789|-0.00175779240507|-0.000958447283178@0.0055729140698
DEPO,"April 11, 2017",TB|TVBF|TVB,-0.0112726638445|0.0361952108783|-0.000735980770397|-0.0182225994584|0.000920130022423|-0.0455682925865|-0.00533929549034|-0.00454626019513|0.00638253602861|0.00353179203161|-0.0387765608797|-0.027512460646|-0.0678553622425|-0.0191138583237|-0.0103476610161|0.0237159546408|-0.0568183901705|0.0107407362779|0.139829885965|-0.0470022498604|-0.0290981536812|0.00266177681607|0.000749450810571|-0.0313166319152|-0.0113773543012@0.0273324375921
DECK,"August 18, 2014",TB|TVBF|TVB,0.00672359220035|-0.00362090618099|0.00569544357667|0.00122502134895|0.0643317128345|0.000704624904699|-0.00980139915696|0.00228166795711|0.0082038572073|0.00484903776782|-0.0111612887142|0.0440355247734|0.00912145578675|0.00419630609687|-0.00739680830254|0.00773500980857|-0.0146572472834|-0.0122891159703|-0.00454619563034|-0.00934149362401|0.00270527567942|-0.00988219384267|-0.00515683789568|-0.00717318823564|0.012528104765@0.0121964253174
HELE,"October 29, 2012",TB|TVBF|TVB,ERROR
SNX,"January 8, 2008",TB,-0.0139477765028|-0.00749058233371|-0.0241851318072|-0.00732718581927|-0.0112334920691|-0.00898771808277|-0.00203899985447|0.00667203185491|0.00201604902612|-0.00800380231547|0.0200462212059|0.0055688861075|-0.00804112997282|-0.0518652767131|0.0136144437654|0.00234606999158|-0.0243518360457|-0.0132233141207|-0.0110555590257|0.0123735692127|-0.0274491532461|-0.00678690508996|0.063413257067|0.0761296433437|0.105557388691@0.0227282687913
RMBS,"March 10, 2009",TB,0.00906821895829|0.0609526137519|-0.0745563388279|0.0383463631593|0.041370122522|0.00605714973938|-0.00758931216184|-0.0222696880628|0.0340572162073|0.154693389183|0.254891117668|-0.0227447171092|0.00443006118566|0.0616072666093|0.0119537017032|0.0281301650121|0.0358612470042|0.0510206125771|-0.00934855811563|0.0421569761153|-0.0253767321223|0.0156206447814|-0.04886329089|0.00801091070743|-0.00978983064358@0.10106921527
WMT,"April 9, 2012",TB,0.00437871760653|0.0112063309749|-0.00316819879398|0.00320403192241|0.000615523543121|-0.00583469633869|-0.00246846477863|0.000590208375538|0.00154248063246|0.00673456730768|0.00119762719856|0.00109303762308|0.0012063262243|0.00565396141603|-0.00382401617117|0.00528809866324|-5.18940578278e-05|-0.00809632389702|0.000286751919495|0.00836285880315|-0.00147526337782|0.00720306349273|-0.00525623044254|-9.61066726666e-05|0.00165621613809@0.0100030744245
CSCO,"April 28, 2011",TB,-0.00379135245667|-0.00315065188239|-0.0023611009299|0.00720311901278|0.0159281876539|0.0528716064336|-0.000916553329277|-0.00612092536838|-0.00200319974738|0.00911987805974|-0.00440313064384|0.00141914049268|-0.00378318922956|-0.00475794972227|-0.00399865522184|0.0177713771877|0.00415516239494|0.0165122525631|0.0258245001054|-0.0162656574297|0.0104376060205|0.0183660341407|0.0108150053569|-0.00112952217059|0.0137880234641@0.0290898137222
CFR,"August 3, 2011",TB|T100,-0.00618340003171|-0.00549177606101|-0.00232103226843|-0.00337172893111|0.00721151107373|0.000509093531578|-0.0100125709211|-0.00996936697675|-0.00925149912214|-0.0011146574142|0.00510771334249|0.00541715932336|-0.00639467859865|0.00269773980635|-0.00207123132999|0.00369531311352|-0.00615687386944|-0.00129876156105|0.00581291685409|0.000863530167616|0.0135831134714|0.00418852105557|-0.0141590899424|-0.0259375424564|0.0179267740659@0.00751307697136
FMC,"February 4, 2010",TB|TVBF|TVB,0.00830100933572|-0.018772146394|-0.013924183775|-0.0300493246758|0.00924455552726|-0.00829192039482|-0.0191459565586|0.00719070512511|-0.00228847724554|0.0102244074106|0.0269932740877|0.0097891698991|0.00359162069553|-0.00924165233319|-0.0098843683642|-0.00779427631282|0.0108084480358|0.0104625534747|-0.00588606667202|-0.000739915960315|0.00433745421414|0.0411986163737|0.0142746815283|0.0109660429505|-0.00164856555152@0.00731993507889
EXTR,"March 19, 2009",TB|T100|TVBF|TVB|TV100,-0.0428159246894|-0.0111319509347|-0.00520813149092|0.0528220955773|-0.0204419305701|-0.0575458635485|0.0038172675992|0.0990000825406|0.00817388727867|-0.0535201054903|-0.0863852807593|0.0297734963807|-0.125014577317|0.0416988949986|0.00325458932431|0.063717251627|0.00515677189956|0.019636086826|0.0653452282494|-0.142755731798|0.0939995233246|0.00601313401003|-0.071086713564|-0.0333837905776|-0.00813388154036@0.0428444218476
PHG,"November 7, 2012",TB,0.00821445354249|-0.00547468023517|0.0112807238281|0.0150513690038|0.0108640339506|-0.00793884988661|-0.00077891736604|0.00652088531844|0.00700834004558|0.0086898583583|0.0640456532554|-0.00388970111544|-0.00442186298565|-0.0124512156462|-0.0120690026364|0.0158219519125|0.00390933454141|0.021139389187|-0.0091258369074|-0.00821573922125|0.0274225082601|0.014484711221|0.00327527486361|-0.00331685375841|0.0125774552884@0.0107079240876
VNDA,"December 9, 2016",TB,0.0110029107626|0.00488208234148|0.0248739501694|-0.000155926685533|-0.0302034166674|0.0283202322166|0.00186029885978|0.00421349556442|-0.0269858261233|0.0364899046918|-0.0055708627557|-0.00372948268739|-0.0181706092222|-0.0160523619834|-0.0528746390949|0.00778069298244|-0.00555519733467|0.0233197888981|-0.0525872036959|0.0308550587676|-0.00245506408301|0.00967413964353|-0.00327617850937|0.00617396426987|-0.00945777971536@0.025045810581
IPXL,"March 21, 2011",TB,-0.00106168040741|0.0116401515507|-0.0166613086931|-0.0592017505329|-0.0265497247567|-0.0243389507645|0.0636268042408|0.0213915658821|0.00387641130785|-0.0129707440342|0.00540017359771|0.0166481841252|-0.00252135290291|0.0143559079719|-0.023081483274|0.00935173538201|0.164472198882|0.00355078926265|-0.0539753480175|-0.0231991467483|-0.0184815370889|0.000930682990165|0.0216972612331|-0.015538343986|0.00578064787459@0.0180554092299
AMZN,"June 9, 2016",TB,0.0220612029621|0.00501145603414|-0.00412453712288|-0.00962925126398|-0.014200410983|0.00157162726678|0.00357515401673|-0.00119518255551|-0.00861987479605|-0.0029649315589|-0.00187069445472|0.00766541351981|-0.00912490176502|0.0152472183111|-0.00788275845278|0.00797118434572|-0.00213095637576|-0.00449597845144|-0.00689405424643|-0.000393292267171|0.00141777229132|-0.00564386670313|0.00240228756243|0.00626538667328|-0.00697551413404@0.0128779447045
AMGN,"January 31, 2017",TB|TVA|TVB,-0.00512067336237|0.0215287315571|0.00734788912241|0.00260055668723|0.0208151380904|0.0181576067535|0.000357626202174|-0.016330957157|-0.00399141944567|0.00279913074591|-0.00310036550919|0.00427533994039|-0.00710392871757|0.00179632871193|-0.00848296545728|-0.0130525070094|0.00451138243871|-0.0050910842621|0.0298344940694|-0.008679776138|0.0154386622791|0.0192577332676|-0.000547857525351|0.0406641672973|-0.00252939610498@0.0159244803293
MMM,"August 12, 2008",TB,-0.00533821087124|-0.0100194990365|0.00193409578471|-0.0134615771295|-0.00354130395493|0.0114741666313|0.00180099543834|0.0243533129837|-0.00111211467173|-0.00409063740852|-0.00858852035679|-0.00600447132965|0.000400189379346|0.00189044103079|0.00356773267003|0.00379258152845|-0.00530233490503|0.00610573257636|0.0136291765033|0.002028402422|-0.000125115183483|-0.00268375673868|-0.00628760428421|0.00139641872251|-0.000557451248443@0.00592410764708
COST,"July 16, 2009",TB|T100,0.0128629087412|-0.0129075844623|-0.00626168791738|-0.00192899303915|-0.00810095307182|-0.00671779142459|0.014231942814|0.0027015265564|-0.0109804439469|-0.00630611983681|-0.00346473865427|-0.0122182992528|0.0220359348869|-0.0168020425096|0.031559835002|-0.0138809965037|-0.0119404456277|-0.0142674145567|-0.00315772043281|0.0238763570567|0.0118657588591|-0.00749264581508|0.0135289795501|-0.00580271652682|0.00767369777377@0.0171172564861
FB,"April 12, 2016",TB,0.0034849852453|0.00665079277955|0.00312484534298|-0.0215699326989|-0.00406265536792|-0.000960779764965|0.00166948974381|0.00890398759249|0.00249345006803|0.0022198749515|0.00624749803917|-0.0210213949885|-0.00458691857145|0.00522818385725|-0.0289524055879|0.00800589593743|-0.00411976056997|0.013029898814|-0.033111584704|-0.0143854910084|-0.000402828808109|-0.0171169380799|0.000289777049634|-0.0120168712418|-0.00473132675312@0.0307292420135
ILMN,"June 5, 2013",TB|T100|TVA|TVB|TV100,-0.00651569430514|0.00499188465563|0.00484990747526|0.0362188672947|-0.018513844402|0.0131350338277|-0.0131036961665|-0.00415734683017|0.0194136804126|0.0145671832535|-0.00926404267125|-0.0164568578254|0.00911788937907|-0.0101216897935|0.00976916338745|0.00121010833271|9.16643671655e-05|0.00315626250152|-9.32318367777e-05|-0.00778270375832|0.00475170626269|-0.00798840748222|-0.00702906780733|-0.00412619013568|-0.00381108953881@0.0111078410466
HON,"February 6, 2014",TB|T100|TVBF|TVB|TV100,-0.00397783425403|-0.000297694180717|-0.00702054547099|0.00508330274758|-0.00938562333934|-0.00159305998338|0.00372585863878|0.00526749465465|0.0031905280678|0.00487812917782|-0.00217102538342|0.0162796978619|0.0277341981499|-0.00642739254277|0.00625201663707|0.00680806464523|0.0035847840855|0.00535335264672|0.00162407145749|0.000208811871148|-0.00130664606616|0.00458099336887|-0.00565471825589|-0.00127468492899|0.000978271207951@0.00411177579474
MDCO,"January 24, 2012",TB|TVBF|TVB,-0.0429944884456|0.00135451534519|0.00258222423371|-0.00908916656589|-0.0233262903345|0.00203737779512|-0.028985518661|-0.00501726679112|-0.00448242936997|-0.00959216425814|-0.00643572198027|0.0133890478785|0.00775049416821|0.00315533634205|0.00125426943227|0.0135714644649|-0.0133753566182|-0.027972812401|-0.000309399834943|-0.00345174045098|-0.0160507606841|0.019254462122|-0.00188269402022|0.0120439577374|0.0198693433032@0.0198610436122
AAPL,"June 12, 2017",TB|T100|TVA|TVB|TV100,ERROR
DISH,"February 8, 2010",TB|T100|TVA|TVB|TV100,0.0106346142988|-0.00175418844345|-0.0379777077197|-0.0038214588364|-0.0211269980615|-0.00619346747582|-0.00372792444009|-0.00729357241989|-0.0235082706053|0.00333384785225|0.00175811417213|-0.0158394931183|-0.0105875581129|-0.00383422179606|-0.00240106023847|0.0209983838317|-0.0221470767227|-0.00549853345488|-0.0177424752455|-0.0152658640303|0.00368281524239|0.0015973207223|-0.00609983627932|-0.000924461296951|0.00539134998375@0.0104642663091
WMT,"September 6, 2012",TB|T100,0.00740570877575|-0.00842293533213|-0.00471457321808|-0.00568056517311|0.00624222562025|0.00364285481914|-0.0352308018132|-0.00455516076543|0.00228090437088|-0.0133414588638|0.00264345408922|-0.00285892978084|0.00414025422732|0.00334181185174|-0.0029908907495|0.00276489420142|-0.00734677237905|0.00163525924527|0.0106907774276|-0.00123996042733|0.00992499018664|-0.0162993234058|-0.00477100862344|0.00475419627317|-0.00270190992896@0.00844293416058
WFC,"September 27, 2010",TB|T100,-0.0024875551004|-0.00440640163472|0.0151591111373|-0.00204333756377|0.00416074819839|0.00933780298981|-0.014514663894|0.00232823763855|0.0129156797311|-0.00394735863921|0.0121177756108|-0.0133419582076|0.00650492400979|-0.00789522231442|-0.000221034361747|-0.00270554301321|-0.00101275044107|-0.0110772741294|-0.0140115055153|-0.010867355216|0.00820752858163|-0.0107172945672|-0.00697917054331|0.0106187200174|0.0125195661031@0.0110611568274
CAJ,"November 14, 2012",TB,0.00835189900792|-0.00327767438162|-0.00362157140244|0.021605706801|0.0342889877153|0.0232644432048|0.00107729066085|0.0163342192104|-0.0257973198651|0.0269285752653|0.000402016803608|-0.0053004977395|-0.00338694904415|-0.000852598272484|0.00574154264257|0.0292170434184|0.0173137373189|0.00516434060658|-0.00952503839479|0.0105151393292|0.0221496551366|0.0621498077339|0.0270982186647|0.0116295037346|-0.0161820587152@0.0173646221422
WMT,"July 7, 2009",TB|T100,-0.00192640909426|-0.00222177267092|-0.00800078538218|-0.0130687484849|0.0125811862852|-0.0218917922651|0.000339358047703|0.00908442458068|0.00384193071846|-0.00858765710297|0.0160139831076|-0.00255055692292|0.00447452151215|0.0122346601546|-0.00769887786122|0.0037227632608|-0.00277628575508|0.000427678290129|-0.00516835935572|0.00128639224909|0.00791689022974|0.0136502457825|-0.00379282645102|-0.0077625546413|0.00418028828453@0.0168525104435
