Stock_Ticker,Decision_Date,Last_Filing_Days,Category,"SM_[-60,-30)_[-20,5)_NBS"
SYMC,"August 30, 2016",29,A2,0.0059063779215|0.0028075730795|-0.000109845745732|0.0281808945435|-0.0100391472468|-0.0114668928294|-0.000289781313024|0.00821137873132|0.0144757685044|0.00722770716307|0.00296952309406|-0.00956883971212|0.00429293742949|0.0217359753893|-0.00459275956471|-0.00159776326533|-0.00604442210638|-0.00619163239413|-0.004405759588|0.00778958553037|-0.0104054280218|0.00301121086472|-0.00467941722712|-0.00365206125726|0.013740830985@0.0155444976875
MSTR,"December 19, 2014",39,A2,-0.00649903933283|-0.0162385178269|0.0406419145209|-0.0209830862465|0.0092895259068|-0.0159737517369|-0.00308303604142|-0.0140171661886|-0.0133313366101|-0.00873611046254|-0.000862856018636|-0.0138177647283|0.0117366818192|-0.0206524699855|0.00125613686975|-0.0499874644857|-0.00757684877133|-0.0191371811065|0.0143057119386|0.0199349412896|-0.0204952719391|-0.00212108668789|-0.0121091575272|-0.00869084363|-0.00588601795501@0.0222996484684
GILD,"April 22, 2014",105,A2,0.00782460408537|0.0091179884476|0.00712119773928|-0.0143636113466|-0.044368943228|0.0258951024686|0.033031157708|0.00266648488286|0.00427047015988|-0.00866545864069|0.0154726588775|-0.0337820521223|-0.0010780811881|-0.0492285688048|0.0210332389296|0.00455972755724|0.0147047927787|0.00628660863723|0.0109206268276|0.0207680938623|0.0143945678406|0.0185415620214|0.0028274513208|0.0092913325687|0.000970114158462@0.0182514060055
INTC,"August 13, 2015",71|141,A2,0.000507706503628|-0.0133394822507|-0.0111335067622|-0.00682732566241|0.000153002066909|0.00778203997682|-0.00578708743341|0.0186166066032|0.0102125458236|-0.00359237576458|-0.00165023476898|0.00507482499394|0.00914094899078|0.00691250286869|0.00644797198124|0.00711836891065|-0.000366181537782|0.0145637281049|-0.0110548578742|0.0175423059043|-0.0168327901211|0.00332884838549|-0.00187035793324|-0.000684334943362|-0.00861142787449@0.0105809975055
CTAA,"November 25, 2013",46,A2,ERROR
NOK,"August 5, 2016",11,A2,0.00101839910012|0.0123819430387|-0.00672297864786|0.0491120394401|-0.00331319604926|-0.00339445124483|-0.0184812349316|-0.0263238064023|0.0107129439325|0.00125213695564|-0.00190772599244|-0.00860725617662|-0.0108017598524|0.013430205783|-0.0236820810231|-0.00181671874651|-0.0215772078779|-0.004417432197|0.00728882399879|-0.0385847116592|-0.0186745404919|0.00467429217488|0.0210347919917|0.00672362139476|-0.00718874485146@0.0122142117541
TWTR,"September 9, 2016",128|471,A2,0.0322950931329|-0.0093210686567|0.0623111218336|-0.0125903331658|-0.0128107145761|-0.0618038859028|0.00277525767199|-0.0213355382761|0.00583702205093|-0.0141835779227|0.00642869005262|0.00340506994468|0.00296468928361|-0.000759995254342|0.0501922330516|0.0164188341285|-0.00306411929587|0.0159731122273|-0.00136207784518|-0.055555173382|0.00786615946602|-0.018875914065|0.00274815125192|0.0199606253703|-0.00216540174484@0.0338430429481
IMMR,"June 21, 2016",46,A2,0.0198453179003|-0.00551654854838|-0.0103355129682|-0.0249867931153|0.00766700509699|0.0703981380008|0.0117469469048|0.0149804833315|0.00909160403159|0.00302484315662|0.0212881463743|0.0349164188653|0.00117179295245|-0.019612802303|-8.08196848551e-06|0.0108216591608|-0.000817374844723|0.00429315500423|-0.0104811810851|0.018707601255|0.123481050507|0.00187864294387|0.0966027085173|-0.00703212143048|-0.0130477135133@0.0181245573205
CSCO,"April 27, 2015",180,A2,-0.00236226458689|-0.00290354920263|0.0197379949762|-0.00336503146632|-0.0106430955578|-0.00864161083595|0.0114460068352|-2.38415462955e-06|-0.00483951231361|0.00510354348348|0.00653326539383|-0.00924246357027|0.00784228917057|0.0131947877211|-0.00247705186986|0.00353003410201|0.00989181883816|-0.0110778991779|-0.0021579622987|0.000975398872295|0.0104287466006|0.00931001096074|-0.00132852715982|0.0112335583365|-0.00907282458981@0.0168899436747
IBM,"June 16, 2015",133,A2,-0.00819756962469|0.000689415537189|0.000459013476308|-0.00916246454072|-0.0050254555446|0.00227054257017|-0.00592739878027|-0.00218394541923|-0.00467123593085|-0.00227169443722|-0.00382612247125|-0.00474631633973|0.00177513707068|-0.00542731790853|-0.00508213237985|3.32249849737e-05|-0.00132005053201|-0.00805116509378|-0.00101737523388|1.98921111789e-05|-0.00717228725324|-0.00276682750375|-0.0118092462746|-0.00287709475921|-0.00572737250037@0.00854931441503
AAPL,"September 16, 2014",139,A2,-2.62078731844e-05|0.00543466848749|-0.0048887531699|-0.00547544159238|0.00703630840965|-0.00594283738715|-0.00932209231615|0.0105552387823|-0.000308855557975|-0.00305280661554|0.00623123248862|-0.0446078511325|-0.00874412400339|0.00119034133975|-0.00525398347764|0.00160728604628|0.0236824968194|0.000757528687854|0.00705814665194|-0.00153683705012|-0.0186166833702|0.00338934901514|-0.00635196038534|-0.00925440968096|0.00802333443414@0.0088251564278
CSCO,"December 28, 2015",98,A2,0.0023847984199|0.00257503268352|0.002180704626|0.00695090001751|-0.00221985814391|-0.000551576517959|0.00755945240365|-0.0045365330114|-0.00653712663762|-0.000587669097734|-0.00138788146095|0.00781363526036|0.0029833373074|-0.000471716908375|-0.00213141589187|0.00296691295505|0.00585949028652|0.000336686891175|0.00627493589098|0.00172108538016|0.000573258868181|0.00600340730264|-0.000373685421409|-0.00207214413395|-0.00446711553267@0.00869503409496
CTXS,"June 16, 2015",133,A2,0.000163323170321|-0.00309085442652|0.00150166360456|-0.00119582570003|-0.00834027564412|0.00493445205936|-0.00272249269245|-0.00708451437726|-0.00323917246228|0.00804605557976|0.0178633515493|-0.0152388903593|0.0025404770661|0.00362197405869|-0.000629444631567|-0.0252030255846|0.0107145240668|0.0601947147091|0.0266531405998|-0.0244373436848|-0.00212068438104|-0.00661227379462|-0.00206986738377|-0.000918687104748|0.00124718483057@0.011828698425
LB,"February 12, 2016",126,A2,0.00470591035371|-0.00275884047813|0.00566894422918|-0.0163271995596|0.0214314371267|0.00708739532492|0.00469733741567|-0.00972392240469|-0.0100985994386|-0.00105072726314|-0.00554967888227|0.00267776001264|-8.98983022477e-05|-0.00746548355126|-0.0751443410407|-0.0254205392739|-0.0375301893457|0.0127438960229|0.0195449878079|0.00925979071921|-0.0455217466574|0.000824869775419|-0.00211516194585|0.0240641887555|0.0013802612155@0.0087231764106
ORCL,"November 29, 2016",235|438,A2,0.00818411635953|0.0097422391609|-0.00373046994308|0.0134533081577|0.0019789552273|0.0016368275539|-0.00160221865778|0.00222442104666|6.01344883663e-05|0.000632784735545|-0.00286430867833|-0.00909475936876|0.0169512659212|0.0105236600486|-0.00587896572313|-0.00478888960727|0.00482386959043|0.00142694841128|0.00236148566774|0.00697614935858|0.00600982295804|-0.00490383068353|-0.0325325381873|-0.00396236773022|0.00806773861515@0.00954252664192
AAPL,"July 22, 2016",106,A2,-0.00403135112439|0.00704694853126|0.0039458372555|0.00241048996443|-0.00476498201202|0.00229796602158|0.00318032504197|-0.000750280657524|0.00226711166287|0.00692256346012|-0.0037736104613|0.001947444297|-2.55383952549e-05|-0.00346185787655|0.0166020127567|0.00319977717266|0.0101889607498|0.00340360080474|-0.000829802941765|0.000219638652374|-0.0097985125458|-0.00890835140815|-0.00525729499327|0.0659839697292|0.0144269782887@0.0169975148624
IDT,"May 20, 2013",38,A2,0.0175813497715|0.0197706332198|-0.00912315049489|0.00965161490096|-0.024097497028|0.0169166231096|-0.00493443696182|-0.067984234577|-0.000750738707666|0.0115652621163|-0.0275359833251|0.0848705945131|0.0167324797376|-0.00323478131483|0.00408868930627|-0.002026281636|0.0330597562399|0.0249504075098|-0.0155412695173|0.00848092091959|-0.0124538604975|-0.00374311117429|0.0243641866246|0.0159870964269|-0.0185505385661@0.0237380697814
ST,"April 4, 2017",228|512|85,A2,-0.00364137179363|0.00965296376718|0.00327845034033|0.0143944760151|0.022525549991|0.0101847895977|0.0233622982833|0.00178921948902|-0.00964149496583|-0.00603276767485|-0.0183007185142|0.00407423948209|-0.0106962162935|-0.00389715193149|0.0137210773993|0.00148960113747|0.00834559277562|0.0116527501925|-0.00777884238792|-0.0217140979839|-0.0323625736768|-0.00966999795692|0.00500460510946|-0.01018844397|-0.00192074313576@0.0117151087692
AAPL,"November 29, 2016",543|124|438|235,A2,-0.00525447751691|-0.0160813210543|0.00205539986201|-0.0107681534375|-0.011812886099|-0.0066286356476|-0.00133009990499|-0.0136260826905|-0.0338749592023|0.00411860645658|-0.0296615172551|0.00335449527588|0.0243924524447|-0.00806662877764|-0.000854920665485|0.00545514755485|-0.00455557009703|-0.00917599482926|-0.00155465435882|-0.00186760086095|-0.00616587212447|-0.0101955814241|-0.0100735316384|-0.000292773866845|-0.0156024150788@0.0129029883545
T,"July 31, 2015",85,A2,0.00429711842541|-0.00215136147467|-0.000923145030169|-0.00312854378331|-0.0137319685551|-0.00240603307524|-0.00220719377061|0.00285977178275|-0.0117817224966|0.00564828347432|-0.00574634931716|-0.00437843013741|-0.00748301533388|-0.00826803885574|-0.00672899865814|0.0172657086611|0.00425335738281|-0.0094254093652|0.00459984478739|0.00213785368568|-0.00147888107088|-0.000709306511693|-0.00174677474057|-0.00353317188701|-0.00448030767768@0.00806723595823
RTEC,"November 18, 2013",130,A2,-0.028260012826|-0.00929090533939|-0.000255337862735|-0.00394350422572|-0.0108691347746|0.00815718613175|0.00418114586212|-0.0102523435259|-0.00698142159429|-0.0134009648292|0.0277051222|-0.0357473025727|-0.0144010181054|-0.00387257088784|0.000256302656608|0.00221651885119|-0.00321070423069|0.000842241182261|-0.0123381473973|-0.00978687271998|0.00792379088129|-0.00209023026325|0.00847758093097|0.0128875562531|0.00728549547344@0.0118092716056
ESS,"March 4, 2013",56,A2,-0.00283790017534|-0.0024649706796|-0.0127416318684|-0.0113964122738|-0.00650925121491|0.00474098127659|-0.00215980796851|0.00233503973508|-0.00124649265641|-0.00493784855621|-0.007050007367|0.00779566063902|-0.00562010874545|-0.00751473618753|-0.00443891034262|-0.00856740996493|-0.00206058109147|-0.00767743047573|-0.00651213119103|-0.00179605401393|-0.00906811135366|0.00964604538239|-0.00281221248281|-0.0107051950346|-0.000964605528354@0.0054190399156
ADBE,"June 16, 2015",133,A2,0.003642766977|0.00364306484559|0.00126489238957|0.00951624633774|-0.00333973908253|0.00331204154028|0.000919602222913|8.17395275824e-05|-0.00458134392158|0.0083712685938|0.00106308218824|0.00180117766289|-0.00793552586352|0.00383171083349|-0.00187311799398|-0.00252135895983|0.00941522419552|-0.00153643366911|0.0112438814121|-0.00698923124013|0.00813288857568|-0.0267312654355|0.00877801144617|0.00916155476396|0.0272345227384@0.00884900532335
ADBE,"October 2, 2013",209,A2,0.0135060643444|-0.00441836957288|0.00385265345896|-0.00270893078656|0.0081617720276|0.00119004544025|-0.00678133462411|0.00110627098765|0.00197963340545|-0.00424866436135|0.0748939066161|-0.00995523312155|0.0189580830803|-0.00234633079697|-0.00284836399163|0.0139206278089|0.000966500687664|0.00606685515781|0.00662583349571|0.000723409206151|-0.014810481522|0.000903755436036|0.00523759874908|-0.00199441470135|-0.00814413329506@0.00477935988045
MU,"August 19, 2016",71,A2,-0.0155658746856|0.0640672803393|0.0504224492585|-0.0316378349472|-0.0308750035643|-0.00992321033513|-0.0121198250566|0.00274153261124|0.000176401934388|0.0342561551398|0.0136846912341|-0.00640814794204|0.00177159549034|-0.0144705770022|0.00392781506294|0.0352273932028|0.0314955414786|0.00899172004108|-0.003550372384|0.00961847673457|0.0325844450897|-0.00452738828772|-0.00642313091884|-0.0308243428303|0.0442538790455@0.0322019470346
AMGN,"July 21, 2015",27,A2,0.00267458211526|-0.00254787193968|0.00286320339481|-0.000111027738348|-0.00244952172311|-0.0042357231351|0.0110037607981|-0.00187718414182|-0.00779242015828|0.0147147071681|-0.00280381927706|0.0100944203617|-0.00769606965415|-0.000687202818718|-0.00568243744609|0.017286170656|0.00952606835613|0.00459185966379|0.00190149146527|0.00757371668809|0.00460376889432|0.00825374929807|0.0104042296683|-0.0148654927096|0.054522839367@0.00860065047398
DECK,"February 7, 2017",15,A2,0.0188351839584|0.0238815171456|-0.0182908427072|-0.0136964393472|0.0110086513286|0.0113350937592|0.0328582451149|-0.0227060514155|0.00216246045377|0.00212569467917|0.0130948851807|-0.000871522318535|-0.00142753553104|-0.0306160393833|-0.0206519775405|0.00505106976368|-0.0127576539598|-0.023061138289|-0.177113180892|-0.00746237063915|-0.0264939240333|0.0860035823259|0.0624941899388|-0.00440717059374|-0.0115384616203@0.0270688099879
AAPL,"January 8, 2016",599|157,A2,-0.0118806369171|0.00096411435011|0.000471596285677|-0.0133562475467|-0.0324016607915|-0.0124781327665|-0.000650044480647|-0.00308095122934|0.000685699761072|-0.0135528876894|-0.004316294333|-0.00334447927297|-0.00838311240092|0.00302746570277|-0.00365674117851|-0.00586707762394|0.0198794117765|-0.0279443642818|-0.0026331266666|-0.0101218066749|0.0201350023641|0.0144559509482|0.00315398920133|0.00828503805315|-0.000913152943581@0.013475552051
HPQ,"March 16, 2017",72,A2,-0.010841248277|-0.00114747294104|0.00110750675848|0.00435390845564|0.00699606294312|0.0833667694858|0.00249054518289|-0.000756322886507|-0.0107915123333|-0.00369955652384|-0.00692495802988|0.00227636408271|0.0103993327278|0.00386712724646|0.00691098335327|0.00196153285729|-0.00173439305095|0.0064537686735|0.00563527685384|-0.00490142630712|0.0087174326761|-0.00123246874414|0.00295752129881|-0.0041520484979|0.00279592343561@0.0122646936102
NUVA,"February 7, 2017",15,A2,0.0224330100346|0.0199778249619|0.00707864021241|-0.00999182650872|0.00372372032699|-0.00771622762449|0.00538901075448|-0.000837314935961|0.000232084946914|-0.0114157494682|-0.00226996928103|0.00924013001423|-0.0143871090084|0.0117998399087|-0.0108891595013|0.015927731557|-0.00130918470762|-0.0052226105141|0.0146121103815|-0.00775248032159|0.000960087489263|-0.0040706858865|0.0113360943386|-0.00222071476157|0.00737346364252@0.014438022829
VAR,"March 16, 2017",72,A2,0.00292690342036|0.0120002701093|0.0201319613322|-0.00501323377733|0.00209836502776|0.00650779845836|0.00829417823649|-0.00559798744267|-0.000634858383708|0.00786603057038|0.0129171877756|0.0109953584292|-0.00452692968134|0.00263778004839|0.00993751841573|0.00816198295669|0.00354594104994|0.00479454223661|0.00525923129972|0.015666288094|-0.000572972518585|0.0208681965536|0.00218129436063|0.00470951641693|0.00593094221001@0.0148449453176
MSFT,"April 20, 2017",13|470,A2,0.0110074853923|-0.000993432115064|0.00284977753207|0.00327713724025|-0.00328699878296|0.00237677480059|0.00121248552518|0.00491461202746|-0.00262738349284|0.0026400029369|0.000641114285194|0.000486156650636|0.000664895359418|-0.00234993995095|0.000819956383908|0.000710123809788|0.00219284933678|0.000477434708208|0.0018662724951|-0.00318440282426|5.70752614007e-05|0.0170760879343|0.00727275810897|0.00089332451427|-0.000260522524147@0.00744012104587
LB,"April 27, 2015",180,A2,0.00466207610445|-0.0089745180066|0.0104523765055|-0.0093754104865|-0.00428655811529|0.00283654248525|-0.00836785474492|0.000761092765821|-0.00773554037706|-0.00740446128231|-0.00609362565189|-0.00474478461759|-0.0123078004635|-0.016086497154|-0.0150306097461|0.00183366993554|0.0142110529524|-0.0205912791339|0.000256049447774|-0.0100976965202|-0.00607552323453|-0.00941156635255|-0.00849824529354|0.0152442230872|0.00915200620139@0.0110440763891
GEVO,"November 16, 2012",3,A2,0.015240926243|0.0363261038406|0.097910544768|-0.000478520985671|0.117370326443|0.073410487233|0.063625505094|0.0199500596661|0.00185083878257|-0.0387413118534|0.0728305873113|0.048898597061|-0.0138369068727|0.11930448862|0.0910627994749|-0.0197432092142|-0.0888971229997|0.0166832850486|0.0803000098823|-0.0543148175039|-0.022583758024|-0.0755699472171|0.0169906353533|0.0558121191703|-0.000458376056116@0.0821868342007
YHOO,"September 10, 2014",92,A2,-0.00439204279498|0.0135371350625|0.00161944547307|0.00498369177725|0.0178603050785|0.00839346481009|-0.00973788881617|0.00250058987006|0.013127290782|-0.0113459400808|0.0032088139863|0.012429839239|0.00571531049717|0.00405038858048|0.0218066934517|-0.00792276529455|0.0114337159235|0.00731878744405|0.0589626225562|-0.0166904649705|0.00669975894013|0.0034906421661|0.0462609642487|-0.0052004662358|-0.00217851501761@0.0212428980997
EBAY,"February 7, 2017",15,A2,-0.00466885289067|-0.0154855114321|0.00265711629596|0.00207365323501|-0.00393572283901|0.00531907374124|0.00144566549463|0.0163463462082|-0.00628193022627|-0.00798502870153|-0.0163714142773|-0.00189042266054|0.0509583137204|0.026841448267|-0.00183129242046|-0.00960687903613|0.0113500274878|-0.00646218453493|-0.00455249011741|0.00189623594817|0.0132645668231|0.0242427902805|-0.0104007555594|0.0112680266155|-0.00112796689722@0.0134616671285
NUVA,"August 9, 2016",19|34,A2,-0.0190996973693|0.00344729671942|-0.0119424861754|-0.00449936972753|-0.00422186083546|-0.0011845810288|0.0113075389924|-0.00814333857075|-0.0134026924136|0.00674946490187|-0.00441832688444|-0.0246310159606|0.0178033965357|-0.00203324553494|0.0145549423968|-0.00845474413675|-0.0039875237546|-0.00525252315532|-0.00994745978812|-0.0147210031368|0.00860647341025|-0.00426027622122|-0.0109010742957|0.00503672711085|0.00817726518907@0.0112156639622
YHOO,"May 31, 2016",83|418,A2,-0.0162822722632|-0.000555076616437|0.00818571676872|0.0251161561539|0.000658866732569|-0.00372913208361|-0.0149021939373|0.0130217048042|-0.010620253023|-0.0011634739489|0.00946499754748|0.00923838544422|-0.00228957478517|-0.00104929945971|-0.0257768427206|0.00568857063419|0.000701725341335|-0.06548889515|0.030871785699|0.0201889977495|0.0053967347585|-0.0390409986048|0.00742543441783|-0.0108497912189|0.00319353212204@0.0120516665294
