Stock_Ticker,Decision_Date,Last_Filing_Days,Category,"SM_[-150,-30)_[-20,5)_BS"
SBH,"April 25, 2016",334|21,A1,0.00293435900695|0.00667280706007|0.00378770196748|-0.0111866623748|0.00319007245794|-0.00298384789205|-0.00266447359336|-0.0108133571046|-0.0245621627775|-0.00984900723931|-0.00472172517131|-0.00925901391919|0.0121032935878|-0.0301273357937|-0.00263791761302|-0.00487910584895|0.00215850581727|-0.0214016659488|0.00803437323655|-0.000390014471233|0.0112046897798|0.0109531436717|0.00914183096943|-0.0077041037869|0.0129722873692@0.0214755405669@-0.00556746922775|-0.00624343914951|-0.0024509496841|-0.0154775283437|-0.0234134370725|-0.0053311730932|-0.011443064342|-0.00898089230378|-7.58329664292e-05|0.00282909497086|-0.0108717840401|-0.0210782649251|-0.0149247694881|-0.00446016078908|0.00899662731914|0.00620635019734|-0.00742912482939|-0.0189855138687|0.00512365110108|-0.0124186446868|-1.04473857675e-05|0.0173128338819|0.00444709394965|-0.0124976708036|-0.0780526240805|0.0117531941917|0.0272590451118|0.0080073945578|-0.00691335280851|0.00154288677285|0.00138461329058|-0.00678477009435|-0.000266841291405|-0.0303791047376|-0.00599239150357|0.0068219701556|-0.00324572926413|-0.00329412359554|-0.0278072825155|0.105268134738|-0.0211524113679|-0.00600163364122|0.0445399619192|0.00166692126182|-0.00558024488443|0.0336932465542|-0.00678320494177|0.00428273513873|0.00708607357858|-0.00211368540862|-0.0186257754041|0.00178236690054|-0.00986924115086|0.00531049019172|0.0316049845297|-0.00797704847211|0.0014287192609|-0.00433076723983|0.0254466416676|0.00707645481591|-0.021061334075|0.0440948693669|0.0109185371371|0.00774884502996|-0.00969696382877|0.00261359890838|-0.0132031090633|-0.0025102092091|-0.00209427997407|-0.0102527555316|0.00251584433082|-0.00180197722672|-0.0013775559415|0.0061966232853|-0.00930766816028|-0.000510802372639|-0.010909905373|-0.00105897510931|0.0106873746908|0.00197684506829|-0.00378623629915|-0.00806144986025|-0.0143694711792|-0.00684710141094|-0.0118013823302|-0.0255918248895|0.0125203401711|0.0122659437003|0.043685042064|-0.0103458493714|-0.015622872492|0.0254460283305|-0.00733631270493|-0.00853359020228|-0.014175054963|0.120724151013|0.0158984383652|0.0151900776741|-0.0126174478137|-0.00381419385636|-0.00806668568733|0.00128876234889|0.000774713759927|0.0176472648584|-0.00353982460207|-0.0194826524735|-0.00182343481754|0.0202308299585|-0.00398403031097|-0.00622383595165|0.00548030745417|0.00144587542355|-0.0168875203701|0.00395499221865|-0.0139919534465|-0.00919018300691|-0.0134519157973|-0.000508581630969|-0.00420962046066|0.000702169980831
JAKK,"June 11, 2014",6,A1,-0.0185564155687|-0.037426848711|-0.0155920905778|-0.0117714608586|-0.0131358030297|-0.0231208687757|0.0351500420783|0.0222755264882|0.0200730371316|-0.0156030932536|0.00141146602745|-0.00954522783332|0.0341826817881|-0.0313250679144|-0.109072409079|-0.0224879820636|-0.0376763953866|0.0234097779765|0.0455202715602|-0.0099673331172|-0.0259545344375|-0.00563783161907|-0.0217343711113|0.013460608392|0.0243188199991@0.0311894243213@-0.00324306156448|0.0135063749463|-0.0759525222725|0.0122351890305|0.00818766145015|0.000763558123582|-0.0252792635068|0.0496168111114|0.00534435643183|-0.0215121387217|-0.0321707854793|-0.0302834191833|0.00336725362559|0.00351859842764|-0.00364127605078|0.0323504122184|-0.041530267803|0.0346700173413|-0.00829063083964|-0.0250893312271|-0.0171042724941|0.0025528619244|0.0116297605678|-0.0132348482931|-0.0029806693353|-0.0206533059174|0.0056137777736|-0.0226653512227|0.0238365245162|-0.00881343925208|0.00662012565622|-0.0230402893767|0.0109813572417|0.0630914648045|-0.0594744610858|0.0081984312305|-0.00523913633654|0.0180155460203|0.0191551024708|0.012935537307|0.000298897276616|-0.00225224450603|0.00737467541483|-0.0128355926348|0.042743411603|-0.0313346336949|0.0143877028768|-0.0458233119751|-0.023482931185|-0.0223504304012|0.0120403642143|-0.0214198405985|-0.0109929608376|-0.00247199231311|-0.00485246639093|-0.00609945594997|-0.0270699994661|-0.00886755704463|-0.0181366779779|-0.0119294446774|-0.0196301102294|-0.0136753379459|-0.0077174749518|-0.0144472259626|-0.00942432904617|-0.011036720865|0.0345466952301|0.027391056432|0.00262504218592|-0.00200497412472|-0.00377970120951|-0.0315566047999|-0.000505928271989|-0.000433826155195|0.0184548056414|-0.0156617872815|0.00460835243061|0.206492925915|-0.0106083461225|-0.01132221882|0.00239491318618|0.0105168324318|-0.00391142985899|-0.00979528360678|0.0261818515013|-0.0224929460799|-0.00645557620774|-0.0176358521138|-0.00346195344294|0.0040636531635|-0.0202051845371|0.00426132711985|-0.00367328226694|0.00456131544001|0.00987761410431|-0.0053376464461|-0.00774779579063|-0.0172290731468|-0.00172755715285|0.000624407316802|0.0150851449961|0.00967781704472|-0.0239015278181|0.00223588969678|0.00229667117538|-0.0132681055181|-0.00199983670021|0.0073828025643|0.0468512405498|0.0950903257076|0.0135424183599|0.0146556305968|0.0144916596345|0.0221313366898|0.0166116562964|-0.00242732609698|-0.1001422794|0.0657494686965|-0.00910705693951|0.0070036808121
CBS,"September 30, 2016",179,A1,0.0200988226731|-0.00114906398579|-0.0119471542358|0.0208132770417|0.0171367024585|0.000764144648705|0.000469855519105|-0.000445772594206|0.00675274372712|-0.00892610091052|-0.00366063332998|-0.0134663573596|-0.0214716173843|-0.0100636496329|-0.00684574494812|0.0234860188635|0.0141869618943|0.0112936495675|0.0344316637393|0.0186936444133|-0.00495230988164|0.00677579666669|0.0176328453348|0.0108554138762|-0.0037961734874@0.0112214260252@0.0112299550555|0.0118503585604|-0.00657602380952|0.0222441975789|-0.00472499941616|0.0112433631354|-0.00276232847647|0.0156568487698|-0.00652759004833|0.00775711811817|0.00540555296123|-0.0109889656778|0.0285128989191|-0.010190838568|0.00450163914179|-0.0137646093366|-0.00179799108939|0.00143396309667|0.0114729809335|0.00999786293547|-0.00470270551631|-0.00976111880689|0.0120882008936|-0.00577628195351|-0.00209506223743|0.00178767956651|-0.00108017211007|-0.00907888199194|0.00749412221868|-0.00790305936862|-0.00894971597111|0.00219943609186|-0.0111750009544|0.00609728339078|-0.00302791830982|0.0121604975015|0.00109716652451|0.020622849463|0.0124838006033|-0.00101853744243|0.00151203816811|-0.0026902151275|0.00530929101792|0.00389831148161|0.00144606600296|-0.00387814537595|0.0224723617749|0.0172674743568|1.44664366778e-05|-0.0299529821474|0.00338921662752|-0.00925240526394|-0.0273986527378|-0.00389196463631|-0.00789745679013|0.00775071512159|-0.022103109431|0.00108101889061|0.005545144903|-0.00358968387228|0.00337282135217|0.00324361073916|0.0079815824807|0.00515834567856|0.00873113083552|-0.00233718317422|0.00123006898944|-0.0144186839875|-0.0119050022811|-0.0109062604048|3.99839875347e-06|-0.00783201887983|0.0063573735573|-0.00240365744934|0.0163416179754|0.00931944490385|0.0209126506535|-0.00903397550964|-0.00142108445158|-0.0134906123457|0.00634497397821|-0.0135290043574|0.0037225962138|0.00643847598777|0.00299069278072|-0.00563167856843|0.0163667930975|0.00583331994786|0.00535578217518|0.00135268471896|0.0196093920525|0.000754080566708|0.0043704832134|-0.000639430885217|-0.00673692341063|0.0016210484739|-0.0346473576867|-0.0235117729182|0.00700667194116|-0.0124267744975|-0.00580414606214|0.0174231512807|-0.00965611819722|0.000390930099374|-0.00449598933588|0.00126128604959|-0.0386960731837|-0.000797958570246|0.00426491016238|0.000669678205087|-0.00567015932506|-0.002243595923|-0.00183623381027|-0.00321162817208|0.00724189246993|0.0118232817628|-0.00928077943801|-0.00408566358882|-0.00680774119931|0.0014952730974
XLNX,"April 12, 2017",5,A1,0.00125903094844|-0.00251532622452|0.00225669782184|0.00507592855624|-0.0109401705215|0.000653088390567|-0.00284212265222|-0.00286127458049|-0.0063434268889|-0.0113156612216|-0.000104170689338|-0.00565306173712|0.00250919787247|-0.0106004629347|-0.00154039910084|-0.00544664333144|-0.00834814029483|0.00349264057616|-0.00933649995505|0.000647357636357|-0.011065806317|0.0170423401147|-0.00482241125627|0.0133229679164|0.00608021341577@0.011362029369@-0.0108414838358|-0.00480100183184|-0.000355194938676|0.00534017886683|0.0034584694654|0.0094546839666|0.000428491005967|-3.06407668447e-05|0.00222266194306|-0.0105927724373|-0.00530669400733|-0.0028140680407|-0.00046865880405|-0.00200864807288|0.00581644288934|-0.00259035541237|0.0117941826391|0.00813940118701|-0.00515959986768|-0.0111141346117|0.00208660676043|-0.000349894081018|-0.00670378059447|-0.0182167053561|-0.0108073922036|-0.0193552106238|-0.000302497808683|0.00125865687113|-0.00232039125718|0.00227804424558|-0.0131427737928|0.0114981439532|-0.00670188761156|0.00667372312902|0.00297685194984|0.00161463125289|0.0032768195515|0.0017802468417|0.0119952269414|0.00792487248202|-0.00935649758404|0.0159285296851|-0.009485785849|0.00620079683881|0.0039799052193|-0.00779305437349|-0.0214273726222|0.017140047909|0.0219673664897|0.012723609983|-0.00519013420764|-0.0110140336395|-0.00265042440842|-0.00480456067207|0.00213714367748|-0.00489168596369|0.00129723129212|0.00286497719207|0.0114283298556|0.00185346419008|-0.00728604270975|0.0148987668099|-0.00331890829961|-9.85299881804e-05|0.000670182556877|0.00363412983571|-0.00127245932773|0.00024614484951|0.00428774883224|0.012780556269|0.0548593017991|-0.0270377870802|0.000341226627945|0.0188562760955|0.00745693490763|0.000897666138465|0.00462720188029|0.0086380718859|-0.0016361276184|0.00201702049314|-0.00242681788014|-0.029499819256|-0.0133279224415|-0.0113986114291|0.0155151516724|0.00349323593115|-0.00903542641866|-0.0033887082025|-0.00554528224097|0.00589694649226|-0.00987083831726|0.00482269162424|0.000977840240036|-0.00286904301399|0.00140787473941|0.00994069163406|0.00206390461071|-0.036425579516|0.0209026942433|0.016647557189|-0.0152775905818|-0.0144363614916|0.0122963113157|-0.00559522312415|0.00764524023638|-0.00247250747043|0.00106144270427|-0.0109977553126|-0.00279798098229|0.0200169017844|-0.0169079749925|-0.00239915134906|0.0124834401657|0.00590628877951|-0.00253739867566|-0.00678378165475|-0.0153588624762|-0.000455730543292|-0.0017703978165|-3.22513076985e-06
V,"August 13, 2014",5,A1,0.000138258074906|-0.00518302142194|-0.00201794311012|-0.000806412110803|0.00451254359693|-0.00214282791478|0.00799345139484|-0.0289759839021|-0.00198704896411|0.00357402457867|0.00353704877766|0.0137134126618|0.00904088381999|-0.00694338340633|0.00661929377809|0.00141346237483|0.00059473354569|-0.00764280936978|-0.00221502789429|0.00167598347021|0.00500775110192|-9.70465009795e-05|-0.00962491631208|0.0093111420229|-0.00273965009441@0.00982939210429@0.00402948246097|-0.00115537427137|-0.00607046988534|0.00907972970603|0.00346963774769|-0.00116455828261|-0.00605278431864|0.0527204265251|-0.00391984954445|0.00480377045658|-0.00831839785161|-0.000894424138463|-0.0152126105017|0.0147896243988|-0.00337182364073|0.00405070621309|-0.0159240941304|0.0227288914657|-0.00330471709712|0.00779358643845|-0.000925453751714|-0.00294823713147|-0.00691629325627|-0.00553984000995|0.0159200174236|-0.0063672665846|0.00235567403206|-0.000224700538535|0.000406548691859|-0.0087012259214|0.00221754695467|0.00624272840572|0.00569411808749|-0.00336244642237|-0.00519439756317|-0.0037921515572|-0.00946236889588|0.000439411631147|-0.0121009680626|0.00273494806475|0.00811486564316|0.00157500993103|0.0152385665593|-0.00400230052071|-0.00745617655061|0.00487631504039|0.00250502223449|0.00320089409595|-0.00316468482164|-0.0157171234996|0.0133358370408|-0.00507808501417|-0.0159739817465|-0.00165930985529|0.0043918846243|-0.0227217035511|0.00771983228793|-0.0131914542532|-0.003575492058|0.00454155159807|-0.0174030672141|-0.00473704162884|-0.00847330931061|0.0108195880918|0.000511971709793|-0.011367468261|0.0125546267817|0.00686293749545|0.0127353804222|-0.0075197069887|0.00208017485942|-0.000992348530275|-0.00120202533456|0.00116190723657|-0.0390498950881|0.00929145867214|0.00103711470468|-0.00319538179593|0.0180101540084|-0.00507497707524|0.011710304839|0.00434905921726|0.00932560679884|0.0130485145456|-0.00131712595093|-0.00775012787869|0.00161310965354|0.00468322143636|0.00148487254185|0.00775868607898|-0.00120565401983|-0.00199999939608|0.000222231528369|-0.00563763207|0.00853298676613|0.00423977689896|-0.00115759143646|-0.00178449547433|-0.000306273295386|-0.00653441495627|-0.00853294475882|-0.00108520296095|-0.00392796404841|-0.00165252553429|-0.00223216568659|0.00881038263068|-0.00152724068898|0.00643244939208|-0.00525728597102|-0.00497081047809|8.20436528721e-05|-0.00666890558217|-0.00480210215192|-0.00556999489904|0.00144168685057|0.00123218152232|0.00112592525518|0.00161241275291|2.96395901571e-05|0.00862341000121
COST,"March 19, 2013",13,A1,-0.00899669080974|0.000528985608936|-7.53529814574e-05|-0.00338222132112|0.00296033080237|-0.0122836079265|0.00266036967141|0.00625342339758|-0.00194694995955|0.0148857803764|-0.0101470187912|-0.00752150632087|-0.00789160934559|0.00648952722939|-0.00944070980077|0.0136178704356|-0.00501020886335|-0.00968137008876|-0.0111167576571|0.00268137314014|0.00528821241838|0.00338433116458|0.00990560562411|0.00849239223003|0.00578047915333@0.00996606837973@-0.00412912465907|-0.00272432895408|0.00306019591795|-0.00045598613546|0.00670947395122|-0.00616076070028|-0.00529835873858|-0.00206996074032|-0.00613528316051|0.00143108662643|-0.00293197131624|0.0105398791829|0.00311742219109|-0.000753160398281|0.0042266043114|0.019766179485|-0.0116557369482|0.00277808788042|0.000580919966008|0.00196942680753|-0.00627844213071|0.0107853505972|-0.0121507871697|0.0104145325517|0.00619401415602|-0.0096385820088|0.00245995685726|-0.00270317829654|-0.00225494780687|0.00661290047443|-0.00318766627127|0.00279991580016|-0.00423719795848|-0.000900572286209|-0.0147339278195|0.00130603419847|0.000749419461176|-0.0117448027385|-0.00250910141252|0.0123910026521|0.00223079668419|-0.00253776410459|-0.0103555466825|0.0231027969531|-0.0336078763943|-0.00617526153842|-0.0176875904916|-0.00324143351943|-0.00642171484872|-0.00348308662761|-0.00442551501844|0.00144584820833|0.0115719398305|0.00596163667116|0.00746502691586|0.00296130283152|0.01448519288|-0.0218515472162|-0.00454288855808|0.0143125148425|0.00419201921299|0.00117360139235|-0.0183868419969|0.00615299369024|0.00406944411143|-0.00119435635827|-0.000560733229914|0.0134336177853|-0.00455467305906|-0.00659465947264|0.00458866247916|-0.0060837327509|0.00123800196302|-0.0162776038804|0.00565154360588|0.0542318763127|-0.0110955420842|0.0188996232395|0.00934902017824|-0.00152860488926|0.0126473400601|-0.00816268171174|-0.00211583173227|0.00286630769837|-0.0123301741874|-0.00715244669683|0.00515957991317|-0.00753479841667|0.00950565742386|0.00183164095973|-0.00707982717804|0.000198995706154|0.0089682170502|0.00103669679156|-0.00528251005036|-0.00749690499602|-0.00239262235654|0.00461860676994|0.00748809167011|0.0111221536323|-0.00726975999275|-0.00648517435564|-0.000490126348256|-0.00217220405906|-0.0115403740672|-0.00529399196848|0.000637243073395|0.00646467039439|0.00308307884945|-0.0112128038066|-5.91559026823e-05|0.00455410699982|-0.00226414253321|0.00654320763546|-0.0101240574219|0.00139732462868|0.00475094355359|-0.00589756182225|-0.000777219027524|0.00911149333619
AAPL,"November 8, 2016",4,A1,0.0130210924518|0.00788760420524|-0.000195511448876|0.00519984968371|0.00236404113454|-0.00587582407622|-0.00514532683341|0.00116751209712|-0.00423717972791|0.00546408353221|0.00802805870981|-0.0209518925115|-0.00728957993739|-0.00405582392521|-0.0015277666098|-0.0119605942906|0.00610964855105|-0.00679192693437|-0.00802429785511|-0.00407395527771|0.00215721747212|-0.0104646076495|-0.030279897846|0.00797208629831|-0.0259745424845@0.0133360718617@-0.0117512212267|-0.00108150997758|0.00539561979353|0.00518053702999|0.00596129789123|0.000590858721092|-0.0192415210129|-0.0276495919234|-0.00789028335481|0.00134454518448|-0.0062195501374|-0.00264415557523|-0.00413601344034|-0.00813365676195|-0.0662679451839|-0.0232193792258|-0.00687601101553|-0.00768156471507|0.0238175445312|-0.00561814927979|-0.00380570322221|-0.00859196428568|0.000150851204727|-0.00361095269439|-0.0017259514201|-0.0238865227278|0.00950524433776|0.0282221587362|0.00388167266187|0.0112280957676|-0.000776223219394|0.00552869241019|0.0138791043002|0.00430955350174|0.0117827458926|0.00775231656712|-0.00413782279575|-0.00318426968217|-0.0157575439146|-0.0100238248757|0.00467639035105|0.00301895328568|0.00282131093132|-0.00357114473479|0.00840486664146|-9.53450615649e-05|-0.00853302782959|0.00299714764119|-0.00201020634318|0.00178239670514|-0.0197617622812|-0.00776033820077|0.00617514898601|-0.00228058931756|-0.00513066337877|0.00259437522454|0.00074611699513|0.00164555665163|-0.00559704044295|0.0012402997777|0.00134678368226|-0.00321490614261|0.00069649165524|0.00490488188862|-0.0047481418202|0.0002102575065|-0.00151101521221|-0.00544696856314|0.0150034844117|0.00113316850693|0.00839508217371|0.00135905272738|-0.00252407987908|-0.00201234041761|-0.0114710604533|-0.0110682145572|-0.00720169094491|0.0639364079671|0.0125294787886|-0.00251763889135|0.0183017886548|-0.00937048488934|0.010083023387|0.0053534855856|0.00828494191252|0.00884799441468|0.00364314929966|-0.00527535639169|-0.00447642302514|0.00314684049053|0.00960080364675|0.00356539591999|-0.00296027893876|-0.0030861916173|0.00390014535014|-0.00766778538901|0.00151971523807|-0.00311899107251|-0.00358700211103|-0.00417970251473|-0.0051901563232|-0.0062112758817|0.0034532407618|0.00597777814805|0.00560968271422|-0.00274028775905|0.00628330232725|-0.0245249803081|-0.00228029125863|0.0101739110585|0.0358953320177|0.0351892785385|0.0251017387572|-0.00226114447698|-0.0117913804241|-3.14291309805e-05|-0.00955825364685|0.00415111902732|-0.0120509480514|0.00849871107001
RF,"September 25, 2014",49,A1,-0.00831014860454|-0.0032562217307|0.00126994669014|0.00456276912855|-0.00423512964229|0.00480371038804|-0.00478569482952|0.00528143302253|-0.00576399169653|0.0209661053396|0.00730969269992|0.0152780803798|-0.00484686205748|-0.0155013145793|0.0157573113966|0.00944478406372|-0.00740416953966|0.001299492283|-0.00725376180615|-0.00903740149452|0.00999517532485|-0.00324027681275|-0.002637507889|0.00236545872475|0.00343365030251@0.00918431370791@0.00439205828308|0.013214307296|0.00241544791328|0.00757871976049|-0.00100532031447|0.00432981750578|-0.000361694408444|0.00651916627338|-0.00483996818196|0.0073119128007|0.0205366540187|-0.0120139817657|-0.00188434125869|-0.00122951504128|0.00797715626056|0.000825736212741|0.00528082248762|-0.00723255981598|0.0334028556586|0.0122563277601|-0.0127984536624|0.00448613627813|-0.00149896168231|0.000287322634761|-0.0155939750275|0.00937839049565|0.00500193115717|0.00501093009061|-0.0176411640048|0.00176985642224|0.00626047105369|-0.00595193675834|-0.0117863778956|-0.00994478666022|-0.00991250750533|0.000857615516334|-0.00811883280348|0.000962964000251|-0.00561509728109|-0.0124932232896|0.00235674559911|0.00579510579483|0.00590425221098|-0.0112799883691|-0.00410090575221|-0.0110006014595|-0.0030056289549|0.00209161937626|0.00771530465102|0.00574728203968|-0.000506681122395|-0.00155901150793|0.00718678654725|-0.00549650668332|0.00786876757696|0.0126090748905|-0.00781837937586|-0.0162114327166|-0.00253739987621|-0.0195374755916|0.011338360991|0.00409380477727|0.00215529525852|-0.00313663720652|-0.00614829239599|-0.00194115761786|-6.76879878628e-05|-0.00565132042399|0.00777617726321|0.0141200415413|0.0112621532779|0.00315607578838|0.00305843630947|-0.00232692741769|0.0201433920703|0.00176186637567|-0.00198598829445|-0.00115402982565|0.00644517840673|-0.0113533373186|0.0114742161963|-0.00934720318363|-0.00420115528669|0.00582424927662|-0.00422164734176|-0.00348421484678|0.00459026570333|0.00189108107846|-0.00245850405643|-0.00306912286051|0.00550508363876|-0.00592230611247|0.0104370891497|-0.00379355911738|-0.00949249500363|0.000888913680092|-0.00149300561164|0.00487899793694|-0.00453360750501|0.0136821157702|-0.0131338771122|-0.024667199056|-0.00816955323233|-0.00249419799454|-0.01348159197|-0.00187467538919|0.0195444175307|0.0137748315138|-0.0111976970122|0.000623403082658|0.012495284648|0.0109192573089|-0.0100031213762|-0.0132816105926|0.00438403308918|-0.000445269629087|-0.00535798079822|-0.00865715718342|-0.00684975153367|0.00481703083126
SEAC,"October 10, 2013",65,A1,0.00821828600597|0.00695998679662|-0.0128259564488|0.0159939056011|-0.0088126547981|0.0071795605142|-0.00992261301017|0.00230535060129|0.0216010325971|-0.0261170568834|0.0338123619117|-0.0147630015331|-0.00397255772644|0.00765012657133|0.00395239334345|0.117514688328|-0.00974337411108|-0.0258243138688|-0.0069101538005|0.0112120301829|0.00572386035289|0.0116332413517|0.0243336214724|0.0097975933195|-0.000662924188956@0.0141753887936@-0.00719285892338|0.0250378745821|0.0232791719577|0.0025357457865|0.00472535807624|-0.00332682355379|0.000663640922576|0.0179535795372|-0.0070031262328|0.00699741766061|0.00125895079814|0.0178254076326|-0.0162680071909|-0.00369844734673|-0.00244171003447|-0.0127002007136|-0.00422866373243|-0.0229226122706|0.0176461164866|-0.0145533091851|0.00459162742162|-0.000211859082136|-0.0514519411165|0.00548430002257|-0.0257665202867|0.0143518579784|0.0106181847451|0.00148619915359|0.0166183919785|-0.000484439675808|-0.0384509941616|0.0270822885871|-0.00203553482319|-0.00715350683466|-0.00348240400333|0.000528288808334|0.00552104307523|-0.0230141932713|0.0215672444436|0.00545865110362|0.00163753194631|0.00555007131794|0.0014870740423|-0.0067955617868|-0.00905220501552|0.00239595573273|0.00238766439739|0.0237679488515|0.0136913128989|0.000795119855058|-0.0151412096656|-0.0123987412686|-0.0231321337859|0.00958333895262|-0.000598734704283|0.0128442316007|-0.00601251528328|-0.0122591070507|0.00497163139994|0.00349181174179|-0.00987195903481|0.0025439470003|0.00497875799734|0.0151570101524|0.014035246158|0.0112380508741|0.0235965217942|-0.00688794378386|0.00645926859226|0.015844943421|0.0168952420905|0.00783850261093|0.0150381101367|-0.00690394382313|0.00130687057555|-0.00693651341828|-0.0177443402462|0.0218727422162|0.0121092244401|-0.00425141823253|0.003925981337|0.00940530099438|-0.0123089183646|-0.000717273522697|-0.0338127627177|0.0199336463605|-0.000564234237837|0.010171689098|0.0232770018039|0.0234887185099|0.00526104157132|-0.00388842484999|-0.0212494297235|-0.00622890270709|0.00172833312784|-7.84724989349e-05|0.017731786748|-0.0143092218758|-0.0247863784959|0.00721080040115|-0.0128400424259|0.00216553049308|-0.00281111912073|0.0077625930135|-0.0135122172504|-0.00414445861051|0.00641208154506|-0.0192349239982|0.00595048323781|-0.00760613712727|9.06038390462e-05|-0.0156530089305|-0.00188951260101|0.00287264812734|0.00488344979731|-0.0176855568531|0.00566073808801|0.00179739815044|-0.0287551059522|-0.0160297163954
MSI,"March 6, 2015",2,A1,-0.00731213838911|0.0128700726661|0.051189458078|-0.00224774130741|0.00488888566951|0.0127912548373|-0.00450467434248|-0.00278707839213|-0.00946433710951|-0.000434334570316|0.00671496973143|-0.016950373325|-0.00359918484133|-0.00648604984792|0.00785898441929|-0.00461582456175|0.00881497453048|-0.00719773267991|-0.00352122101733|0.00361465358246|-0.00420698276108|-0.00699088972951|-0.00467746455003|0.00716164567864|-0.0158179201747@0.00972698355542@-0.000729668780569|0.00505296854005|-0.00130121402427|-0.0348317876886|-0.00293811468849|0.00551827905586|0.00574436486973|-0.00961348665857|-1.41865866235e-05|0.000852792459299|-0.0119854125734|-0.00805207907149|-0.009928875952|0.00501824425934|0.00239195645378|-0.00123155280259|-0.00606545407543|-0.00745901700873|-0.0121565256192|-0.00973360467242|-0.00447891966187|-0.00164208942885|-0.00590177774908|-0.00045863452765|0.00216814280494|-0.00506548968075|0.0379883013524|0.00662883509145|-0.000630214481123|0.00485855655299|0.0104417121087|-0.00104976916596|-0.00171571450689|0.00268212035338|-0.00214452083393|-0.00155511350863|0.00359704883697|0.00334388958614|-0.00261700395219|0.021145060842|0.012336892056|-0.00198495645465|0.00407863893718|-0.00313825798663|-0.0211055594882|-0.00460224630119|0.00451287173308|-0.00344116736996|0.00375777426574|-0.00111332797659|-0.0136042229348|0.00494379705143|0.00287670281486|0.0160129744344|-0.00137181259083|0.0171532250869|-0.00038821470327|0.00207735704991|-0.00594434140985|0.000477108302303|-0.00110642456551|0.00509803741647|0.0104618730384|-0.000329287666872|-0.00296558409835|-0.00284110019099|0.00258771732516|0.034860965272|-0.0401326734707|-0.0193885587342|0.010759949188|-0.0055233921335|-0.0066855575621|0.00353444539791|0.0107029389336|0.0127022652792|0.00202021256523|0.0045160770182|0.000715304827922|-0.00547772149772|-0.0102170288862|0.00612736003358|-0.00231943704856|-0.00251268586718|0.00449863150216|0.00190461871982|-0.00412854457458|-0.00590935804486|-0.000637497945416|-0.00419545364726|0.0100913836245|0.00114409002794|-0.0135232792252|-0.00228317918198|-0.00153272748319|-0.000334622791123|0.00417598206933|0.019764459497|-0.00308934405051|0.00263634145021|0.0119761413488|0.00511444223877|0.00628882286729|-0.000240475568885|0.00473993952448|-0.000198652410043|0.00202943356106|-0.0078164889978|-0.00633274904526|-0.000205742858438|-0.0114737921677|0.0007566310448|0.00217984270827|-0.00481250836154|-0.00108611330866|-7.90030158522e-05|0.00255885104289|-0.000737022475943|-0.00201092610731|0.000514895476838
CTXS,"July 15, 2015",5,A1,-0.00177890628268|-0.00506754764994|-0.00327333140911|0.00253520201293|0.00169189857619|0.0221467561585|-0.00457782718834|0.00309178400987|-0.00855179091353|0.00971146565209|0.00305464351597|-0.0206432980121|0.00419171185114|-0.00759075890636|-0.0123150638572|0.0131716512977|0.0125899558807|-0.0111092076088|0.00064946268355|0.00594293329038|-0.0140390816595|-0.00191497335425|-0.0102724778623|-0.00548008352532|0.00921978966402@0.0101517241049@-0.0239784012813|0.00396861567952|-0.00552239482321|-0.0113137725794|-0.0174527021492|0.0134464280648|-0.000126099985908|0.00264874748694|0.00328641537718|-0.00740843303286|0.00211868128706|0.0153617413327|-0.00272771451735|-0.001294149119|0.00223784204647|-0.00127043023851|0.00429603864987|-0.00403865337201|0.000232376179945|-0.0164888326069|-5.49234376316e-05|-0.016687300712|0.00368079882767|0.0106367367983|-0.0340396776549|-0.015432287135|0.00201837454914|0.00861917642343|0.00777417495323|-0.00822278639507|0.002745893649|0.0222829640754|-0.00270150542891|0.00258358365451|0.000746515854016|0.0152217537257|-0.00913728416508|0.000968581254803|0.00765137914061|-0.00377387598159|-0.00417680011488|0.0119677004827|0.00936903280431|0.00291573373076|0.00528588039448|-0.011724890508|0.00777096081227|-0.00703615988314|-0.00666579379407|0.0101144430844|0.00274344915511|-0.0284035449442|0.00600614288403|0.00888881059418|-0.00856198373176|0.00782221716517|-0.00754662178717|-0.0144490179082|-0.00123528127025|-0.000686598197333|0.00374901242666|0.00161391871064|-0.00894536100778|-0.00283220665246|0.00548799470714|0.00159528429091|0.00636186101122|0.00447200310479|-0.00320190309603|0.0159961976515|0.00232871465167|0.00538736803761|0.00474193171208|0.00344383338576|0.0116556097544|0.00114866290853|-0.00812132227679|0.00875756228932|-0.0114194665334|-0.0147909891886|0.00773645111777|0.00516599856581|0.0135904286861|-0.000587801676169|-0.0197346967638|0.00086663925206|0.00630194125156|0.0178500026943|-0.000998212769254|-0.00664448006403|-0.0136429413903|0.00772997943448|0.00284563516124|0.0361609953772|-0.00772239467634|0.00484771878409|0.00476816792019|0.020241525248|-0.00735801140884|-0.0161792894461|-0.00524992350875|0.00649963211059|-0.0011153398637|-0.00288355323276|-0.00605949721|0.00334556132287|-0.000217236286055|-0.00156612512025|-0.00124770883422|-0.0182226852079|0.00124011195592|-0.000934056271184|0.00377667467226|-5.79669176844e-05|-0.00553410275797|0.0103906290404|-0.00364312229832|-0.00467580637415|0.000775998858272|0.00945888137453
