Stock_Ticker,Decision_Date,Last_Filing_Days,Category,"SM_[-150,-30)_[-20,5)_BS"
EBAY,"July 9, 2015",141,A3,-0.0107355774414|-0.00371392075303|-6.83404761782e-05|0.00348724020597|0.00311876475332|-0.00135089415468|-0.00790774538629|0.011846524794|0.00424012813537|0.00193484009813|0.00151116216114|0.00245985112814|-0.00924711820059|-0.00771701530246|0.0122452445871|-0.00480334948224|0.0238075434357|0.000979060991229|-0.00275240084687|-0.00017642215864|0.0106775628498|-0.00262857051301|0.0066607546649|-0.00255874975005|-0.00234057076565@0.0105519884786@-0.00374516151548|-0.00781841962196|-0.00179345714606|0.000691508979386|0.0123156098987|0.00487545265383|0.0128489342417|0.0219840546465|-0.00279922700471|0.000377280157092|0.0164013715646|-0.0105465047126|-0.00405915959161|-0.0111707037001|-0.00137829283817|-0.00333639604493|-0.00266377620863|-0.00443563923006|-0.00175993556243|0.00818755194122|-0.0101467870572|0.00181847034806|0.00878024473583|-0.00422489766943|-0.013808621481|0.00942419252244|-0.0065066728024|-0.000516470639524|0.00113437109754|-0.0146459551205|-0.0103436651646|-0.000791191773643|-0.00196743571847|-0.0107297863777|0.0537922168121|-0.00187344419517|-0.014949561434|-0.0123074406387|-0.00358566720139|-0.00689338818016|-0.00611512560542|0.00120883335583|-0.00406010442708|-0.00664315857188|0.000812683893097|0.00621844177008|0.000879412258649|0.00669573639339|-0.0032083255071|-0.016754967398|0.0268786361816|-0.00269026845047|0.00808290828454|0.013482164874|0.000363735511257|0.000700224685831|0.00264944909489|-0.000338679732189|0.00408671451774|-0.00784612060282|0.00175144953537|0.0015881824819|0.00461094223993|0.0117729244335|0.026566870575|0.0113154323286|-0.011279447826|0.00985689449371|-0.0169453472847|-0.0001387875639|-0.00459418491974|0.00121309191836|-0.0297341224128|-0.00537114097415|-0.0078602742397|0.0134133219413|0.020173904804|-0.0108103772327|-0.00735560695621|-0.000579724898576|-0.0067320985766|0.0037942623071|-0.00648187220898|-0.0075987777695|-0.00831440457471|0.00680869421933|-0.00300447999574|-0.00628181822841|0.000256183528883|-0.00295126024324|-0.00195440988666|-0.00336177084186|0.000326796867513|-0.0113618063965|-0.00401200648875|0.00706827891479|0.000834431122952|0.0343086352047|0.00273047276676|0.00183768721771|0.0032380383724|-0.00648281888467|-0.00122682070844|0.00705715524841|-0.00623295119597|-0.00924578150526|-0.00413887453903|0.00402697578828|0.00188962147371|-0.00390416786797|0.00188922708185|0.00822976757219|0.0114540917657|-0.0128832434982|-0.00243056626468|-0.00352024319527|-0.00131134348226|0.00683942457294|0.00166090586539|-0.00664892547529
BSX,"June 26, 2013",82,A3,-0.00248962319585|0.00545991280475|0.00898361106705|0.00989223461722|-0.0257291519442|-0.00467138845239|0.00783390734974|-0.00272198859078|0.0133224916281|0.00695316033618|0.00376987967585|-0.00139639366223|-0.00352448134384|0.00296927074743|-0.021223268175|-0.00311851490174|-0.00814862306563|-0.00269451285684|0.0180614475598|-0.0322794271572|0.0112363919762|-0.0119601615717|0.00696351333971|0.00202856880847|-0.0232948693337@0.0136059495197@-0.00980791057231|0.000709349856302|0.0457350836544|-0.000397770805017|0.0119568993248|-0.002716362602|-0.000345612009144|-0.0180771303914|-0.0190104014246|-0.00120547689239|0.00420112803665|-0.000903862369285|-0.00258467900704|-0.004008181421|0.0163405188069|-0.00443288416144|-0.0154510155645|-0.00341663459652|0.00823988169558|-0.0024529050931|-0.00541429297668|-0.00366310653861|0.0035302404387|0.00844216583568|-0.00639270435336|-0.0122607967889|-0.0012950476217|-0.0127521158488|0.00647420809483|-0.00122715242277|0.00978907369204|-0.0122503424684|0.0102275556823|0.0234341576931|0.0205129636094|-0.00766135074652|0.00687113254686|-0.00828606904633|0.0262414484782|-0.0117970524363|0.015186733949|0.00855003756961|0.0153766057549|-0.00433517840122|-0.00587391005718|-0.00553773458116|-0.0014421494896|0.0276644291505|0.0305157034368|0.0215189438782|0.00927355886845|-0.0162079183302|0.0160671059398|-0.00473295855874|-0.00392747999841|-0.000575651703322|-0.0116061718826|-0.00963103548031|-0.0221766617219|0.00705506117286|-0.000131690494508|-0.0156944271358|-0.01814770375|-0.000515408486342|0.00233377385769|-0.00205233868195|0.00129345882017|-0.0128522946994|0.0075119934353|-0.00878217664304|-0.00951073417438|-0.00915855618502|0.014712250622|-0.0165848785496|0.000978499399066|-0.00524909404824|0.0115658612283|-0.0120704338712|-0.00948049203632|-0.0187546094224|-0.00648988357229|-0.00713462551769|0.0146040034583|-0.00462954535828|-0.00686399924829|-0.00923202477327|0.00536561845595|0.0251569492751|0.0148579356033|0.000128837008435|0.00371999862397|-0.0100752985505|0.0148450572627|-0.00564194091034|-0.016012329801|-0.00495586575253|-0.0190725668079|-0.0215750108794|-0.00145382544516|-0.00362329415358|-0.0231551713792|-0.00789814496836|-0.0226561480645|0.0134698607835|-0.00724298416974|-0.00230755013758|-0.00197131868091|0.0173135828975|-0.0128632817734|-0.00420581956725|-0.00513406806404|0.0064008576262|0.00368603117401|-0.00262202662943|0.00118717228366|-0.0143710205305|0.0132339817809|0.0559711652662|0.0118841667297|0.0198952485182
AAPL,"December 3, 2015",38,A3,-0.000576197731601|-0.00289601878065|0.00233119629437|0.00736648693374|-0.0341239115665|-0.000539182858894|0.0134792522575|-0.0160025993831|-0.000658703585452|-0.00288775495082|0.0135174870527|0.0141906817493|0.000725027489628|-0.0111815125583|0.0085694697704|-0.00644176735977|-0.00262410501894|0.00953509352164|-0.0185675468813|0.00336895750982|0.00756274579883|0.0109120247042|0.00128279548702|0.00795106231431|-0.0127128589986@0.0120753328552@0.0179960516293|-0.0046644880895|-0.00888789545946|-0.000955583942904|0.00212464307009|0.00409018639867|-0.00413195515276|0.000467811724921|0.00145915991247|0.0116216404036|-0.00208284136381|0.00794379216307|2.63642847823e-05|0.00130656714123|0.0073754237784|0.0120513026899|-0.00919433842164|0.00812846914952|-9.59984663596e-05|-0.00366442713352|0.000206198672433|-0.00273496347608|-0.00126493288666|0.00453059544778|-0.00295029829817|0.0010805868847|-0.00224330835631|-0.00184101435853|-0.00541066335772|-0.00163973610126|0.00357239006544|-0.000383113423348|-0.00365627166643|-0.00686388130004|-0.00434064239974|0.00259825830345|-0.00480667805154|0.0174731608926|-0.000679645656716|-0.00511089509798|0.00743430944641|0.0053485257068|0.000609663323019|0.000364145307767|0.000381805668103|-0.00915314683093|-0.00497982918659|-0.0221317639172|0.0124646146772|0.00698153333791|-0.00484112921054|0.0105395821977|0.00455305370051|0.00818726603877|0.018694075149|-0.00489357233709|-0.0405671218585|0.00662508236928|0.00735174038473|-0.00667038074283|-0.00860943298892|-0.0105349174634|-0.00476017038455|-0.00645569007947|-0.0193807739337|-0.0297768398404|0.0033666492069|0.0122602938508|0.00617473938977|0.0217846113701|-0.0423791497536|0.0144840049965|0.00122859350862|0.00336856309754|0.00441342270848|-0.00172288148616|-0.00311530623976|0.00426564801297|-0.0271592804016|0.0250939631634|0.0202669775963|0.0127208225915|0.00130128918537|0.00378121475777|0.00527034579482|-0.0100763269092|0.0207935423068|-0.0179524870985|0.00820983452791|-0.000726248340878|-0.00326638240049|0.0160171555654|0.0097826385173|0.0144568470221|-0.00543597775312|-0.00830503242622|-0.0184486398103|0.0155093795378|0.00999515668935|-0.000141778727527|0.0105008489582|0.0106920793327|-0.00165669963245|0.0100074203854|-0.0306304208755|-0.00952879482725|-0.00899782945481|-0.00932381676064|-0.0162352740338|0.00931446392208|-0.013648503258|-0.0214573094076|0.0235229930349|-0.00517260977268|0.00958842097656|-0.00810285170506|-0.00221284832677|-0.0120412776645|0.00619327147035|0.020142876904
EBAY,"November 21, 2016",102,A3,-0.00148245032526|-0.00362943278736|-0.00736959799874|0.00103008570387|-0.0055891417357|-0.00505656700122|0.00236386635028|0.00120558317909|-0.00340975307573|-0.00444447289776|-0.0178745192536|-0.0147390346805|-0.00535156399526|-0.00946391151206|0.0178408078643|-0.0293322868973|0.0100502570075|-0.0052090962264|0.0108412897756|-0.00539693197667|-0.000186421539194|-0.00213772238803|-0.00802569670597|-0.00459807469918|-0.0093776166878@0.013888129872@0.0117079918303|0.00588106775889|-0.0136630983336|-0.00717010626078|0.00744508013233|0.0270219527553|-0.016895826869|-0.00305734641773|-0.018392333175|-0.00289968729542|-0.00262675431288|-0.00119232402926|-0.00583878885114|0.0055157488442|-0.0109600378782|-0.00803390248447|-0.00896133423835|0.0171684080397|-0.0128631698324|-0.0130431969474|0.015686410457|-0.00911878185022|0.000319574769607|-0.0082676124543|0.00743636278614|-0.0104280215844|0.00112817193763|0.00287208433745|0.00454872396394|-0.0203929648963|0.0019321643596|-0.00943147978615|-0.00756078796825|0.0082839507076|-0.00783964405174|0.00392106993785|-0.00109136640296|-4.50817533252e-06|0.000111175533458|0.00318122221297|-0.010048255462|0.000139403660918|0.0226601722996|5.99489650367e-06|-0.0145585463913|0.00326297836891|-0.0294101268149|0.00209310477168|-0.0116220970521|-0.0084159290243|-0.0139353913812|0.0112997594702|0.00602931937715|-0.00612815865623|0.00308906116372|0.00832138997603|0.00400726274506|0.000214070348994|-0.0020772405843|0.0289320246328|0.00969381230811|0.000589500761259|-0.000242072233048|0.0114566242323|0.106117412405|0.0112849262469|0.00764885813662|0.0207916353261|-0.00343615544957|-0.00772288569574|-0.00411701087388|0.00203778239882|-0.00891430931868|-0.000189405393365|0.000415554405482|-0.00111675807152|-0.00880325296362|-0.00385251652622|0.00146625077065|-0.00487210614964|-0.0107836128024|-0.000159433993827|-0.00271330311397|-0.0112789459215|-0.00749947674222|0.00351699679883|-0.00211911000714|-0.00264567608199|0.0230796544975|0.00185993826539|-0.000528940684617|-0.00491017815496|0.0118594779404|0.013792671441|-0.00283648542327|-0.00262248633338|-0.00147339840184|0.00134317152059|0.00673977618369|0.00232715613718|-0.000411974579437|-0.00237360901261|-0.00484791337026|-0.00821195844713|-0.00375868049957|-0.00838939771942|-0.00857850356714|0.00391131665747|0.000215639467196|-0.0017391398293|-0.00457413317104|-0.0008328681685|-0.0106493939119|0.0231581567942|0.00747831542581|-0.00963625129247|0.00463164812446|-0.019852615265|-0.00330982686092|-0.0136993728273
GE,"July 8, 2015",75,A3,0.00323090106205|-0.00112567094046|-0.00775719632842|0.00304509326209|-0.00254090247269|-0.00523918780563|2.14199927838e-05|0.00165155895194|-0.000555362057028|0.00130415703175|0.00381717118703|-0.00355730230166|-0.00529125671753|0.00182650172753|0.00407399908452|-0.00491668299925|-0.00475284373752|0.00519017793111|-0.0150877144643|-0.000369440836|-0.00557231845765|0.00300473740196|-0.00306770625652|-0.00352063598463|0.00264594413236@0.0114937384951@-0.0111899702699|-0.00545296719491|0.00855121126447|-0.0101653890541|-0.00490513485357|-0.0059343511673|-0.00382845638074|0.00363727578495|0.000295709112385|-0.00471525691882|-0.00549481721491|0.00370662809951|-0.0125627909297|0.00419275707227|0.0144887504335|-0.00125891970454|0.00504168091121|-0.00223968628287|-0.0053430556738|-0.00465080702248|5.88748623722e-05|-0.00211414928751|-0.00802358748078|-0.000648204204919|-0.0125975881288|-0.0120864045592|-0.00569704650726|-0.00627418812069|0.0055125376241|-0.00243127190009|0.0024414028458|0.000477747877207|-0.0127176030229|0.00863660394207|0.00272683316486|-0.00492744342699|0.0134500115429|0.00195139039422|0.00439230123737|-0.00979737896889|0.000673971346337|0.00442834668895|0.000879500050558|-0.0037787251043|-0.0091731225177|0.00379528576599|0.00335445893403|0.00912394176778|-0.00748658676118|0.00123482683576|-0.00487680580487|0.00610412457455|-0.000975052214602|0.00286831625175|9.88923787847e-05|0.00181657903621|-0.00165686929914|0.00567670694113|0.0209072645188|0.000190723414856|0.00703123370878|-0.00185029845213|-0.00574939977735|-0.00378130397872|0.00492044306264|-0.00176460810799|0.00430179991002|-0.0024778062104|0.00291072035268|-0.00444760377769|-0.00837941146622|0.00285806212512|-0.00277183255926|0.000883036585541|-0.00783644214259|-0.00617312774045|0.0044777756635|-0.00250070912307|9.32212318177e-05|-0.00226953120622|-6.35491138756e-05|-0.00184158580007|-0.003915355292|0.00451417015385|0.00024344748327|0.00270656124101|-0.00395502767735|-0.00395601807738|0.0237910691726|0.0969852855347|-0.0270635500275|0.00150545378732|-0.0144384208565|-0.00650365643577|0.0101731344896|-0.0177137633329|-0.0139416160333|0.00575947313449|-0.00493667846196|-0.0043745983233|0.00690578805102|0.00552877488654|0.00277521431508|0.00941632372361|-0.002455108416|-0.00449828263439|-0.00169578435864|-0.000210462496429|0.00438033194109|-0.00142811154509|-0.011674241431|0.00684106434185|0.00623785793106|-0.003183013501|-0.00640599420704|-0.00182337406648|0.00157956844391|0.0110362105754|-0.00020647828724|0.000719698373675
POWI,"March 26, 2013",749|14,A3,-0.00763231966262|-0.0108633633685|0.00305958698615|-0.0270258948169|-0.0178407381274|0.0169031178561|-0.00790305356012|-0.000911507398699|0.00185561787729|-0.00626320147874|0.00415836358213|-0.00201077497065|0.00366943910161|-0.012737286879|0.0132999273601|0.0108084126549|0.00905882859196|-0.00765102451714|-0.00306237214771|-0.0146248836187|-0.00501589628778|-0.00459007050845|0.0101250673769|-0.0255749491143|-0.0206140764634@0.01975916212@0.00874521793397|0.0214859823979|-0.00342452544576|-0.00133118413173|-0.0115967887827|0.0103153094717|-0.00893882540818|-0.0139588109445|-0.00248539018552|-0.00861189400495|0.00154564188365|0.00547667035564|-0.00231170819494|-0.00707834635899|0.0198086552628|-0.0027369179281|-0.0106852624927|-0.0148374352182|-0.00860962463493|-0.0304943407775|0.000584484338943|0.00597482859657|-0.0109809687653|-0.0131405469428|-0.0308994683747|0.00251891974489|-0.0180707035013|-0.0203355499854|-0.0175019660842|-0.016042828272|-0.0120603867248|0.0132054462647|-0.00748384885684|-0.0198830289923|-0.0140409459624|0.0212560077335|-0.0400297390902|-0.0138666662992|-0.00966872649742|0.00124285679851|-0.00853873874105|-0.0187997975344|0.0137688623684|-0.0133956206018|-0.00419613105123|-0.00991705429456|-0.00711857948166|0.0861458430023|-0.0238703509476|-0.00226213193017|0.0515762770719|-0.0181745470043|-0.00586918527319|-0.0190030221319|0.023418617341|0.00853493294059|0.00614367810559|0.0326990006518|0.0104908926115|0.00978953325518|-0.0205015530518|0.0111870706816|-0.0147595741569|-0.0197250864847|0.00484859066941|-0.0017285631811|-0.00420181591949|0.00203228707397|0.00273224087378|-0.00191729892378|-0.00717271326503|0.0103612967295|-0.00685042844463|0.00948770340688|0.0427570929405|-0.00372398447369|-0.000926737310532|-0.0141942009751|0.0169213426454|0.0282565343043|-0.00326971174588|-0.0226814667215|-0.00640782542786|-0.0103480711803|0.00680942726055|0.00709465391584|-0.0149649010877|-0.00543108549447|0.00562922905931|0.00521572794016|-0.000893692839185|0.00816201844842|-0.0051818554852|0.00709859519556|-0.00312541592294|0.0009117702631|-0.0147231203059|-0.0145331304248|0.015464886694|-0.0100266907535|-0.00731332456814|-0.00469935175196|-0.00036217300381|0.022290751706|0.0111258025746|-0.00579220394866|0.00546818385571|-0.00102957310073|0.0160660042743|-0.00570930890367|0.00708208308135|-0.0111879414562|-0.00378376142644|0.00634772660003|0.00140131294461|0.0186634806535|0.118733154399|0.019563431702|-0.0112784806219|-0.00574342781746
IPXL,"August 7, 2013",16,A3,-0.0032557679029|0.00896170205822|-0.00718526625461|-0.00517418112511|0.00811875534526|-0.0015502389687|0.00304690441858|0.0186379748966|0.00680103586026|0.0029296048053|-0.00461316866638|0.0172844342854|-0.000330193519959|-0.00559145233548|0.00459023047637|-0.00462563529681|0.00418287229529|0.00772413715337|0.0146682026484|-0.00754510098336|-0.00984939807801|0.00797306209912|0.0381130244017|-0.016731743618|-0.00853647272395@0.0336847719114@0.00646103749134|0.0187746136235|0.0106450562933|0.00061402323458|0.0174769550636|0.0215915913736|-0.0180684123656|-0.00806535149324|0.00224444179483|0.00905264657423|-0.00759416420467|0.0212677645138|-0.0377643536164|-0.0729377958664|0.0203067049134|-0.00434344623879|0.0180799797153|0.000379312052473|-0.0152653340499|-0.00386940354916|0.0246062512706|0.0181901899756|-0.000833121883537|-0.0257180604385|-0.00439015772509|0.00842255455617|0.0120159957901|-0.00669973135608|-0.00849453599564|0.00815466609938|0.0130532632264|-0.00209573504169|-0.0202121297246|-0.00234548469556|-0.00314307794698|-0.00095911337107|0.00812686286803|-0.0134450828334|0.0217087185376|0.0044942796524|0.00886680428007|0.000592944566301|-0.30094414794|0.0645482134124|0.0154913797929|0.0399400302143|0.0156875562044|-0.007422818309|-0.0212908491937|-0.0067644397082|-0.0285964689456|-0.00766569013456|-0.00169883195795|0.0201098680158|-0.0187436235925|0.00476232563676|-0.00856596998806|0.00864810583133|-0.00973543199943|0.00215761286454|-0.00805882701889|0.000639469707622|0.0415692339555|0.00888682033603|0.0166287737705|-0.012569969486|-0.00230245507762|0.0317345173129|-0.000979475360962|-0.000904658141065|-0.0186987475054|0.00813747654248|-0.00194989565568|0.0025990593403|0.0348569035683|0.0196452691241|0.0334525315605|-0.00796384657919|0.00131674268229|0.00941790002263|-0.00412118535204|-0.00133957174903|-0.00517286130428|-0.0302720722618|0.00888339442235|-0.00261054958858|-0.0348263767816|0.00129668579386|-0.0113528056874|0.0753900609914|0.0233000163684|0.0139528456969|-0.00218987654988|0.0372861417118|-0.0117970114416|0.00177879134746|0.00538817632394|0.00750842458749|0.00103823754006|0.0120254878763|0.0194818482686|0.0333499422301|-0.0114262658552|-0.0261331922305|4.40681710135e-05|-0.00879860700857|0.00823360970345|0.00859746807545|-0.00661385166688|0.00597948569367|-0.012918439352|0.00968282668644|0.00629791735791|-0.0043634546118|0.000307794350976|0.000285994744918|-0.0147668360027|-0.0264709594493|0.00805737381546|-0.00724848323689
MSFT,"June 23, 2015",1,A3,0.00804235751498|0.0101428032158|-0.00120738677512|-0.0037559027019|0.00593379246921|-0.0046019944833|-0.00421442488149|0.00115127810375|-0.00184042065406|-0.000251720137708|-0.000865756226701|0.00609829165075|-0.0071153222944|0.000461474687911|-0.00446486178515|0.00133652829283|0.00166075487133|0.00350753839118|-0.00690824576178|-0.00309099185333|-0.00716155645871|0.00422453728957|0.00485490732969|-0.00763447408476|0.00823825078488@0.0152472884348@-0.000222329157434|-0.00254615043487|-0.015120724728|-0.0079499046575|0.0083388105216|-0.02109454351|-0.0110851729469|-0.00088975786395|0.00327663755853|0.00469742058314|0.0265155647987|-0.010926567483|-0.0121577181454|0.0178137131531|-0.0100523627311|-0.00561382141551|-0.000733193813827|0.00698751550434|-9.77473139193e-05|0.017088305316|0.00362920638327|-0.0217806702192|-0.0116395097628|0.00729646266975|-0.00184806969449|0.00145776916584|0.00870383251186|-0.00584418223647|-0.0088782937284|-0.0100576267503|-0.001448293904|0.00139517339212|0.00804319722875|0.0150217609748|-0.00185239373294|-0.00268552317039|0.00695322285031|0.0026604350389|-0.00171510249225|-0.000822703791086|-0.000137974427131|0.00209801615659|0.000428037421631|0.0011839300221|-0.0159939012195|0.00762487632216|0.0088672753741|-0.00593459649695|-0.0792328439855|-0.0176804293658|0.00851608319048|-0.0220186549207|0.00633591398599|-0.0101403695977|0.0113844619891|0.00218769058644|0.00333675869388|0.00531879000515|-0.00735094002362|-0.00522812036086|0.00494040000636|0.0133283725131|-0.000873794171429|-0.000571763524076|0.000932979988442|0.00120656479499|0.00747321468432|-0.00432784374614|-0.000472156270313|0.00381720669149|0.000332424889592|-0.00675300319651|-0.0077521343183|0.00106469910531|0.000446006166493|0.00146070105978|0.00685288640622|0.00252147926748|0.00253949688847|-0.0387670737681|0.0173896141598|-0.0121185587337|0.00791089306144|0.00425314214531|0.00165675941163|0.00319281241|0.00275420610068|0.00891701254655|-0.0143588351157|-0.00226647455057|-0.00809824469461|-0.0152215469627|0.00469658387688|0.00675344694204|-0.0145592569861|0.0228181202974|0.0036434011181|-0.00631144914125|-0.00355886549435|-0.000567489968482|0.00751817594401|-0.00440934547046|0.00945094278836|-0.00130098997322|0.002766076527|0.0194649758216|-0.00407197805018|0.00253675253937|0.00555890429486|0.0971158216606|0.00942253001413|0.0198508673759|0.00399329290128|0.0051211060974|-0.0128297256778|-0.0116457152788|0.00223415983444|-0.0220902370877|0.00458605911327|0.00602372541897
DE,"February 20, 2013",13,A3,0.0131647533966|-0.000636399904915|0.00448437239498|-0.00310129755884|0.00635110696192|0.00722444518285|0.00219551167161|-0.00732045213992|-0.00364305160737|-0.00571499513302|-0.00714721334507|-0.00852327711128|-0.00470577209855|0.00140864435708|0.00438227311922|0.00604690964978|-0.0367568569233|-0.00239288710233|-0.00830711153516|-0.000421280200087|-0.0125467879585|-0.00796195800106|-0.00861619616353|-0.000641310422297|0.00434076682013@0.0107499716242@-0.0259051978239|-0.00718533192514|-0.0177235265464|-0.0109181990822|-0.00237086933343|0.0107887023787|-0.000474558873386|-0.00942718395978|-0.00242517001476|0.00184736920782|0.0226913938564|-0.0103555485206|-0.000238178783578|0.0096975089826|-0.00838616807945|-0.00440344450066|0.00967011791417|0.00186286098425|0.00107817827495|-0.00732594591358|0.00688357154585|0.00504845997873|0.00417686118144|-0.066211484304|-0.00175312389453|0.0171907838863|0.0118871725086|-0.000570097403959|-0.00873109771057|-0.00451627993718|0.00124281969526|-0.0189452631112|-0.0189800605668|0.00583992802893|0.00927309919127|0.00298064129077|-0.0127240307388|0.00987747647154|0.0101182565426|0.0112441827982|-0.00824216021632|0.0107154679106|0.00344302803001|0.00538516306792|0.0156201356228|-0.00915860348584|0.00402002487784|0.00737762054991|0.00339197271374|0.00504238146851|0.00411299590991|-0.0061029598876|0.00766315342564|-0.000654137914976|0.00852323902275|-0.00121071844656|-0.00590110734621|-0.00790893535073|0.00416666503757|-0.000985957480369|0.00276795468083|-0.00366416031522|-0.000958282901599|0.0135885411187|0.00360417537224|0.00145734514385|0.00610025902057|0.0101213173045|0.0142793845357|-0.00635665496479|0.0100846079814|0.00269485736339|-0.00617119445211|0.0014618742762|0.00937924238989|-0.00066972269997|0.00653202448974|-0.00668760758987|0.00114831188765|-0.00517056389797|-0.00201180046463|0.00456261715368|0.00720743920204|0.0152928716097|0.00305267605697|0.00125160410814|0.00890779620242|-0.00656868902626|-0.00740710627345|-0.0037408091144|-0.0395056720436|0.000687056401202|0.00748793886963|0.00376012014913|-0.00936546745089|0.00230275402214|-0.0101069289614|-0.00562321557764|0.00436489373031|0.0068499018386|0.00231251557687|0.00507916721735|0.00337595401701|-0.0107566433027|0.00877761542251|-0.00271164843651|0.00759748786889|-0.00614483741301|-0.00501797595438|-0.00224424968177|0.00195080354352|0.00173820121203|0.00152512014336|0.00850042812428|-0.000458277768254|-0.00645551361927|0.00578619675979|-0.00599711360161|-0.000705446612896|0.00578263612691
PFE,"July 9, 2015",141,A3,-0.00148195532639|0.00112252426408|-0.00172188036529|-0.00215767598206|-0.00503060384147|-0.0037107192939|0.00241953122693|-0.00259500206562|-0.000970280244806|0.00430898371017|-0.00261631432147|-0.00433879470733|-0.00343219964566|0.00668634248353|-0.00411805036645|-0.00232552227422|-0.00944675786554|-0.00194460637467|0.00863073081631|0.00467751643407|0.0100814225063|0.00391701615217|0.00379722117|0.00330343595236|-0.00322913777526@0.00744397590699@0.00402534107053|0.00193122230953|-0.0022717904989|0.00809073115372|0.00414377733329|-0.000721072239985|0.00958020859286|-0.011336919189|-0.00985734246669|0.00200896150866|-0.000319659852033|-0.00174666692623|0.00658955387928|-0.00500818089252|0.000338711729058|-0.0218763756054|-0.00167437005231|0.00405252003941|-0.0099746999356|0.00338150265681|4.98671760293e-05|0.00555160705338|0.00862569389496|0.015305133235|0.00295519326383|0.00536386512744|0.0104561598966|0.00937356286127|-0.00849037731398|0.00547709862732|0.00431920453389|0.00111207676414|0.00674298649476|-0.0187011705941|-0.00736153338744|-0.00723796238845|0.00819766470173|0.00395823260577|-0.0103649755061|-0.0118315976287|-0.00881896067422|0.00214272740251|-0.000607745201061|0.0127799562274|0.0195344028306|0.00703385580322|-4.1198452249e-05|0.0229408671333|0.00181348102679|0.00957316545245|-0.0105755479561|-0.00364469057685|-0.00361523339252|-0.00209850772322|-0.00112114749523|-0.0054588639544|-0.00438684314259|0.0093192451319|-0.0017102644719|-0.00572474987523|0.00730465826657|-0.00338131878778|0.00507930674933|-0.00644470702168|-0.00382186650684|-0.00221622674798|0.00518417863796|-0.00320061969901|0.000102830224831|0.00432229736135|0.00150395569913|-0.00611046137937|-0.00416017790978|-0.0036647659948|-0.00481131545786|0.0240207688412|-0.0113312230426|0.00487868063517|-0.002808128732|0.00828464191946|0.00309048555363|0.000424338772056|-0.0110938918691|-0.00208519450398|-0.00315401651636|0.00323482435013|-0.000472400863357|0.00699118418134|0.00660125856298|-0.00690840907955|-0.00389640551239|0.000869241219207|-0.000980274776243|0.00442410651929|-0.00883966968943|-0.00311383681154|-0.00345303653|0.00956446691847|-0.00506169919911|-0.0167477724073|-0.00638892063806|-0.00284048477613|-0.00306813084933|-0.00493437270865|0.00408035907293|0.00280912935928|-0.00860577234831|-0.000276152074763|0.00181833421102|0.00145362561524|-0.00353879586565|-0.00822456204837|0.00313904582655|-4.45366823766e-05|-0.00344059499746|0.00636878113564|0.00255347657121|-0.00124192201151|-0.00104299620434|0.0031105539146
EBAY,"December 16, 2015",14,A3,-0.00135507530257|-0.00719457099546|0.000534720896073|0.00511917219973|-0.00745999307563|0.0030487758195|-0.00092015058448|0.00116180503382|0.0200174127458|-0.0295051506722|0.00699622769016|0.000607029246224|0.00477997420446|-0.00493204988687|-0.00294618063955|-0.00858295533336|0.00429113560313|-0.00164150935265|-0.00389016485942|-0.00250951791519|-0.00725915417344|-0.00323457639988|-0.00335911907078|-0.00501824886611|0.000210074645345@0.0160787194861@0.00967887697663|-0.0137617279507|-0.00350392175495|-0.00426244299183|-0.0020172964831|0.00578479454719|0.00111781928535|-0.00637945989699|-3.47216191597e-05|0.0197972719254|0.0186293198832|0.0161493814326|-0.00901493868025|-0.00370242527445|0.0155914406629|0.0125107429628|-0.0329284418455|-0.00817676868418|-0.0126602242449|-0.00479848588569|-0.000100569198323|0.0031278492898|0.0018200380942|-0.00228076929644|-0.00968027879355|0.0115020428965|0.00297296391139|0.00109260513774|0.00144081405648|0.00197982490382|-0.0100026469768|-0.00644530430735|0.0112694848922|-0.00634789760597|0.0231220516063|0.000480225425043|-0.00413143499941|0.000682766531417|0.00972917774202|-0.00461028625628|0.00482731565363|-0.00375047329605|-0.00308243814326|0.0238226536998|0.0086501695968|0.0221189692574|0.00415633803559|-0.00443406941442|0.00418362594333|0.00287227183972|-0.00309482491658|-0.00223843698905|0.00641008150406|-0.0146270291933|-0.0083193701806|0.00993443011739|0.00381301813597|0.000722420025221|-0.00649925599489|0.0147110944828|-0.0104392804709|-0.00981599262603|-0.00696546734493|-0.000471386960349|0.00469187151054|-0.00588988146822|-0.0165620040195|-0.00501426590599|-0.0125391049561|0.00249696225236|0.0111896770004|0.0233831896461|-0.00425165451947|0.00806223773117|0.00439547482081|0.0023387528126|0.00739509057364|-0.00629452798374|0.00447979331487|-0.00590231981286|-0.0318073647207|0.0070474045867|-0.00870891913683|0.000623641671467|-0.0190428727555|-0.0052881604129|0.0186552199234|-0.0164293443802|0.00675502465818|-0.0103614458603|0.000684429929932|-0.000163955439549|0.00353252124845|-0.0117911964276|-0.0223663296774|-0.00417694880577|-0.00574159172105|0.0152268156184|0.00786576770311|-0.0114941049385|0.000217160094165|-0.00967997602655|-0.0719830236689|0.00449140861206|0.00857601170819|0.00804066438|-0.0215051170459|0.00387472390567|-0.00422791330481|-0.00118318805021|-0.00543780488576|-0.00314085927958|0.111574101447|0.008234715251|0.00188064885715|0.00804476725352|-0.0172467040382|-0.00294597006673|-0.00649904842948|0.00779370904884
