Stock_Ticker,Decision_Date,Last_Filing_Days,Category,"SM_[-60,-30)_[-20,5)_BS"
NOK,"September 11, 2015",1225|64,A2,0.00483593916876|-0.00678391931782|-0.00506794463056|0.00572727907024|-0.00688224929186|-0.00256626226244|0.0328830071444|0.0205598317556|0.0504291799504|-0.0191889438357|-0.0213364384589|0.00295366337309|0.00207354292691|0.0259999458926|-0.00644968389881|0.0115861298427|0.00589385963588|0.000487376316931|0.0319609756434|0.0136322120643|-0.00968651686912|0.0251832501275|-0.0180468339308|0.00850733249819|0.00926803440564@0.012714987759@-0.00212581694328|0.00884370007007|-0.00157420067288|0.0107852766267|0.00609969730069|-0.000119135355342|0.00883288299643|0.00192135784179|-0.0114506031832|-0.00873244055744|-0.0100340361377|-0.0118546821721|-0.0306872510437|0.00160458224064|-0.0050783792094|0.0207614768498|0.0228738184358|-0.0114304087316|-0.000285905899705|-0.00844905729835|-0.00408457534546|0.0181282793107|0.000800819238846|0.00434409805793|-0.00329190287988|0.0157036291582|0.0211468346126|-0.000437046299287|-0.020735050575|-0.011475960436
TDC,"December 19, 2014",39,A2,-0.00658185208552|-0.000887533183845|0.0122048295511|-0.00216657413104|-0.00180465603446|0.0106154982132|-0.00641632553603|-0.00113843141176|0.00999907171101|-0.0118500213953|0.00296055942294|-0.0167703187468|0.00473454333496|-0.00333948221739|-0.00118834941567|-0.00631373391034|0.0119986171906|-0.0081069913081|-0.0080111339172|0.0173863843203|0.0275661595441|-0.00416400514737|0.0140405540078|0.0111964433404|-0.00670210254794@0.0156974077024@-0.0152673883469|0.00562757204549|-0.00423745576595|0.00540523195882|0.00846777517345|0.00802087845024|-0.00632871426894|0.00981958702983|-0.00415153343905|2.40677040979e-05|0.00375664203285|-0.0139733113699|0.0166520960234|0.0355514105555|0.00585124843456|-0.00129984171311|0.0209621668655|-0.046178493245|-0.0035686046941|-0.0213771987151|-0.0140802905233|0.0145784482261|0.00214248852832|0.00862430051668|-0.0123170337598|0.012107601244|0.0123479686414|-0.0102637212159|0.00340685398975|-0.0203027503631
INTC,"August 13, 2015",71|141,A2,0.000507706503628|-0.0133394822507|-0.0111335067622|-0.00682732566241|0.000153002066909|0.00778203997682|-0.00578708743341|0.0186166066032|0.0102125458236|-0.00359237576458|-0.00165023476898|0.00507482499394|0.00914094899078|0.00691250286869|0.00644797198124|0.00711836891065|-0.000366181537782|0.0145637281049|-0.0110548578742|0.0175423059043|-0.0168327901211|0.00332884838549|-0.00187035793324|-0.000684334943362|-0.00861142787449@0.0105809975055@-0.00540110396282|0.00943006732366|0.00430898622141|0.0016457599591|0.00316872858755|0.0101556931666|0.012132417869|0.0219073690698|-0.0162203056801|-0.0159275763351|-0.0171526838488|-0.00173185805444|-0.0107507513682|-0.00841104761226|0.00061381344574|0.00730801529339|-0.000461985488554|-0.00645588333169|0.0089107970441|0.00414140019294|0.0100698774634|0.00429646105797|-0.00277557041083|0.00246748799787|-0.00398689128363|0.00427480645046|0.00783756550202|-0.0285282434914|0.00433953093999|0.000795123282784
ORCL,"October 2, 2013",209,A2,0.00111398106363|-0.00345704131407|-0.00271707447546|0.00750031762583|-0.00403394535421|0.00148702680405|-0.00486590951913|-0.0126436082048|0.00971860619668|0.00413653218467|0.00686321900678|0.00178212333822|0.0109645995624|0.000764164231956|-0.0070418159378|0.00916042656561|-0.00581133797198|0.00308279071272|-0.0135554065085|0.00202403158933|0.00585669845038|-0.00476422580311|-0.00484246543781|-0.00336875848715|-0.00370453119797@0.00908833805969@-0.0113150044353|-0.00617185068515|0.00674426998509|-0.020126373855|0.0200143013042|0.00284869305366|0.00215807884123|-0.0102539717513|-0.00677890177765|-0.00193236816434|0.00787365526137|0.0130125663029|-0.00332043156948|0.00382969297117|0.000676258673499|0.00175424862587|-0.00723661647054|0.000992866916251|-0.00751967189916|0.00741606060689|0.0116946602166|-0.00279009085729|0.00220783236433|-0.000691030460547|0.0106968766355|-0.00319815517816|0.0140565525959|-0.0123829309516|-0.00708380655909|-0.00517540973992
AAPL,"August 13, 2015",71|141,A2,0.00545606394838|0.00799436423051|0.0184505854232|-0.00582370290332|-0.0411655335709|0.00543624013359|0.00542965543399|-0.00788814701784|-0.00705978221645|-0.00980626634093|-0.00504668527938|-0.00701156966383|-0.0202218673995|-0.0303997677943|0.00354840719535|0.0106763599105|0.00555710342625|0.0233821601538|-0.0440923041713|0.0143447901404|0.000714704126823|0.00360332841112|0.00494507482476|-0.00249070917458|-0.00465555356748@0.00581276839075@-0.000346939221269|0.000875664353133|0.00749859883088|0.0113615911238|-0.0111752653907|0.0092546433743|-0.000592045132029|-0.00494322360092|0.000195395953922|-0.00321017309587|-0.00118197806651|0.00290666234134|-0.00353619887972|-0.000188443485939|-0.00258824001271|-0.000335307670714|-0.00523991884063|-0.00314124482781|0.00259077025909|0.000127952215103|-0.00373134287562|-0.00559989590749|-0.00534595392152|0.00305916851251|-0.00502101706151|0.0160322271499|-0.00146956556241|-0.00546301770669|0.00386072813936|0.00534636900674
MSFT,"May 12, 2016",97,A2,0.00130041836566|0.00780071806779|0.00679786968039|-0.00403284143258|-0.0143096077136|0.0113953408186|-0.0732309522812|0.00970821419242|-0.0136335502539|-0.0111809565733|-0.00794616752046|0.00740781536575|0.00592298093049|-0.00432872269102|0.010043117559|0.0028290245739|0.00554369203356|-0.00623231988462|0.00438806671545|0.013624381295|0.00978428133173|0.00383826679431|0.0033728453499|-0.00581813984616|0.00673268020552@0.0113658587938@0.00644065967914|0.00196069455811|-0.00534327791486|-0.00106346320709|-0.011103735818|-0.00106764527499|0.00029896475039|-0.0113875995131|0.00289173133606|0.00473646304619|0.00253829519157|-0.0151505613555|-0.00904853200324|-0.0192330956167|0.0271051598508|0.0177426070278|-0.0148948270992|0.00039352078235|0.00468131415508|0.0111060282638|0.00798343639104|-0.00110961188894|-0.0254042866368|0.00628525598048|0.00574963998305|0.00768202048444|0.00617626632839|-0.0120011740856|0.0111828125095|0.00185294009581
SHLD,"April 10, 2015",63,A2,0.000328681087068|0.0169390799487|-0.00795525402238|0.0360313817745|-0.00559036575698|0.035146051469|-0.00377182456588|0.00816053196978|-0.00114121135662|0.0107990869102|0.00815823428337|0.0117471163567|-0.0118859726202|-0.0176254887548|0.00167824346295|-0.00580014193426|-0.000377675049083|0.00913892398461|0.0213283819145|0.00473344057252|-0.0178792740066|0.0111208261712|0.00316586640088|0.00477335479573|-0.00783447251087@0.0234250225306@-0.0138510821978|0.00552109271337|-0.0141627335836|-0.00861318231483|-0.020173344954|-0.00283503677889|-0.0219499417486|0.0235571152683|0.0261532384839|-0.0148759499254|-0.0333716446215|-0.025586654369|0.00212698275384|-0.00965152792536|0.0112792507457|0.0299054308733|-0.0226801171445|-0.00937948965159|0.00266220853757|0.0123599830508|-0.00143364629976|-0.0218808800364|0.0620624230112|0.0453828563325|0.00174099608357|-0.0355871502576|0.00442627910181|0.0286223878769|0.013533407755|-0.0133012707791
GE,"December 17, 2015",7,A2,-0.0145160669964|-0.00925298456597|0.0063359970955|-0.00297007539627|-0.00140189161808|-0.0117303128816|-0.00345491817994|-0.0109743532812|-0.00588496185001|0.00367224565395|0.0169682665076|-0.0102068487314|0.00132883671858|0.00013158361767|0.0165979734333|0.000704831425837|0.0087712697055|-0.00815964029216|-0.0127078704367|0.00191222649081|0.00995786871308|0.0107717759168|-0.00804173286672|-0.0100291129901|-0.00196673312899@0.0105802060906@0.00105690519937|-0.006884870051|-0.00135580752271|0.00385791327636|0.00786142396289|0.0017037294694|-0.00640922526555|-0.00893176089924|0.0282640485397|0.0194491318276|0.00550938340843|-0.00360932329662|-0.0013648598787|-0.00249801930512|-0.00229444397964|-0.00599905730403|-0.00502253044713|0.0257791738473|-0.00231990742903|-0.00779494268454|0.00787770062852|0.00267638721485|-0.0176127043541|0.00225725023044|-0.00278354447561|-0.0181157833562|-0.00307888681071|-0.0112702107102|0.00017964128421|0.000873188881045
AMPH,"November 10, 2015",57|187,A2,-0.0265935443991|0.0200547457507|0.0338391309133|0.0262299193192|0.032190610238|-0.0446196164642|-0.00933047402677|-0.0403225435157|0.0472646156865|-0.0148845044461|0.00546375451516|0.0655144859563|-0.0259172522655|0.0181588179439|0.0508814204157|-0.00963105356183|0.0511837096186|-0.0195449842347|0.0349429204349|-0.00388919541563|0.0179260305981|-0.0126827530506|-0.00378122265845|0.143138581331|-0.0163552532084@0.0340013613406@0.0120548953017|-0.00450454138637|-0.0206293486971|0.0110947920464|0.0306094985814|-0.00772627017984|-0.01147581109|0.0360323482862|0.00188564937341|-0.0247823456024|-0.0252386047001|0.0682089636961|0.0101811517564|-0.0221754363601|0.0298899637323|0.0554403101169|-0.0207128830579|-0.000795452275553|0.0552836442195|0.000931495236129|-0.00365567076012|-0.0257064371|0.0294715740322|0.0448075359831|-0.0599470483956|-0.0286453923136|-0.0198561148749|-0.0242133133125|-0.0792787736193|-0.00654837863648
CAJ,"February 2, 2015",3,A2,-0.000410290633725|-0.00865004155737|-0.00280211004121|-0.00429341115705|0.00229468439833|-0.00981008856799|0.00355099035775|0.0162477911085|0.00523612995253|0.0169462397351|-0.00467857629436|0.00854318165778|0.016476161858|-0.0118561564367|-0.0018244602622|0.00429599185856|-0.00344189837758|-0.033131085698|-0.00480501650094|-0.00473609040443|0.00232575748269|-0.0134365938357|-0.00399976946485|-0.00295955822748|0.000599197253011@0.0108566387686@-0.011687880106|0.00591693913713|-0.00922757202942|-0.000408897687706|-0.00270093068527|0.00183039292585|-0.00338179844115|0.0027273069718|0.00566646051957|-0.016714716136|0.00420354451057|-0.00217017314799|-0.00110664569735|0.00943581202156|-0.0015937389959|0.0104176733786|-0.00212206513048|0.00186966012484|0.0308949625067|-0.00115024896447|-0.00911104719439|-0.00783154253391|-0.00510122288419|-0.00382611176145|-4.75222876329e-05|-0.0133928017815|0.0201643485865|0.0198557700374|-0.018463394431|-0.00294456082466
NVS,"May 21, 2015",45|192,A2,0.0157905002125|-0.0152468263693|2.24127900464e-05|-0.00417998921704|-0.00817983137608|0.000934578040867|0.0021061915591|-0.00168594168105|-0.00226467271831|-0.00176817763129|-0.0060514820756|-0.00234940243106|-0.000607932766426|0.0020830717806|0.00137729005983|-0.000641833347585|-0.0036908232969|-0.00150198124962|-0.00318160282461|-0.00315774209472|0.00811648736852|-0.00740269478179|-0.00889369332876|0.00522971091225|0.00713809807204@0.00713714424968@-0.000198975170273|0.00376769541974|-0.00310236498783|-0.00314691890713|-0.00662727581665|0.00343925376325|-0.00316674251811|-0.000506220010315|-0.000209047420966|-0.00133974731802|0.00155566881329|-0.00636378088459|0.00577838579216|-0.00714689051786|-0.000607371004019|0.0139853506507|-0.00126618534771|0.00716888859553|0.00778425846937|0.000603360300255|0.000199343196358|-0.0064031549624|0.00482035853265|-0.00547181564105|-0.0183205862266|0.0154812163154|-0.00582907338482|-0.00378852852393|0.0125112133743|-0.00360031458071
NVS,"April 4, 2017",386|22,A2,-0.0132793359943|-4.26364144737e-05|0.00999091390946|0.0030938970771|-0.000568037897797|-0.00407564764564|-0.00126774138018|0.00286006773741|-0.000240386726282|0.00246845038166|-0.00574417609443|-0.00506235302887|0.00395201191832|-0.000392643368961|0.0104531380539|-0.0104052763512|-0.000821921095418|-0.00432314582742|-0.0047112683865|0.00308019028998|0.00414055976803|-0.0110147655121|-0.00359719577365|0.000814790131162|-0.00363477992684@0.00975594705987@-0.0113362718368|0.0119582716719|-0.00105296954932|-0.021731026487|0.00299218508416|-0.00769052985041|-0.00272923937517|-0.00363105550429|-0.0174035889368|-0.000442886907429|-0.00513125095625|-0.00759574410463|0.0219209307064|-0.0027678410451|0.00534089571178|0.00663049885769|0.0219950940039|-0.00738857275275|-0.00548141541196|0.00456407862179|0.00394335893917|0.000526290803614|0.00475682471836|0.00135084711852|-0.00260969483613|-0.0022336754934|-0.00743717269023|0.00392014296607|0.0123256828144|0.00443783371997
HPQ,"August 10, 2015",5|210,A2,-0.00808616473783|-0.010555638355|0.00221608623163|-0.0123692076622|0.00145869430716|0.00448461227039|0.0137660682453|0.00788100529405|0.0237549430935|0.00110887294519|-0.00920109805077|-0.0118338782743|-0.0050853133891|0.0123667409285|0.000695971338757|-0.0103215036161|-0.00420706224941|0.0161824505026|0.00671042234854|-0.0200684415001|0.0149614101789|-0.0178804783849|-0.00682229681376|-0.0189510425184|0.00688279271787@0.0117854071497@0.00164558965775|-0.00212513081883|-0.0120461999264|0.00704085945845|-0.00693933947543|0.0213794625018|0.0321328628679|-0.0254016895662|0.00272806738879|-0.000356397947608|0.0021619150641|0.0104262854089|0.00688467521556|0.001330829365|-0.0073081904416|-0.0072751881494|0.00789252794035|-0.0010528691557|-0.00207330930095|-0.0136352184248|0.00797233187785|-0.0145392186893|-0.00626881154096|0.0177469412623|-0.0143056125733|-0.00128547979477|-0.00713216892252|-0.000913954444348|0.00803749484548|-0.00472106368204
DGLY,"February 10, 2015",4,A2,-0.0424320895732|0.0405130226557|-0.0070081072194|0.0140344993916|-0.0392556076156|-0.0373643495513|-0.0979134625925|-0.106868666911|0.0222243219483|-0.0352603995347|-0.0106285620338|0.0163438216321|-0.010597626744|0.0111321687722|-0.0611911324967|-0.0368228936681|0.0582638097379|-0.0395550376425|-0.0186682393914|0.017059751394|-0.0447658242508|0.170465664348|-0.078875560426|-0.0488892207986|-0.000565389092979@0.0989083113945@0.0365489688387|0.00928767937916|-0.145743464011|0.00661357124969|-0.0320756551876|-0.00323255448487|0.0429405861916|0.0159460338659|0.103415431625|-0.0405041430608|0.022751160572|-0.0494713828091|-0.0281427319202|0.353351198389|-0.056224849207|0.155164014381|-0.0666885635628|-0.087626060908|-0.0155344617019|-0.0461337862831|-0.167372057753|0.119454541418|-0.0931014218555|0.0354781550441|0.0464313504366|-0.0790209760255|-0.0221273397663|-0.0255447226153|-0.0367251320374|0.0478866117968
SUPN,"August 7, 2013",16,A2,0.0245095686063|-0.0298556751943|-0.0213401984292|-0.0117703433662|-0.00745514317422|-0.0153980363609|-0.00389574227629|-0.0239399819409|-0.00726238745296|-0.00871239136029|0.0358694927483|0.00518505626335|-0.0271314950884|-0.00359942384767|-0.0279764221433|0.00380152648698|-0.025088710133|-0.0384536012044|-0.0002153488705|-0.0164709846187|-0.0139082278988|-0.00863182885786|-0.0249036963199|-0.0125235325913|-0.0503758119306@0.0258480585915@0.0329501344196|0.0330942906212|0.00205519603343|0.0569064966315|0.00923444104046|0.0321121349545|-0.00509538811658|0.0419167865868|-0.00056968008146|0.0213897253567|-0.0135107548076|0.00912954556866|-0.0232956299064|0.00226049048611|-0.00165619892508|0.0061428227|-0.0179687458929|-0.0420451903689|-0.0157109326942|-0.00596564037471|-0.0096707991686|-0.0368220468071|-0.0373292629744|-0.0320787516308|0.0361841644584|-0.0134346435816|0.00637186814867|-0.0320431618411|-0.0128308275266|0.010279557692
AMTD,"August 30, 2013",114,A2,-0.0117883337936|-0.0042210518384|-0.00820301987088|0.00377889070685|-0.00535384717524|0.000554522128888|-0.0398019787777|0.0323802303261|-0.0190012248796|-0.0134557661979|0.0156275929246|0.000393136720444|0.00260616886373|-0.00759233717437|-0.00589171892819|-0.00362281738936|-0.00172175870324|-0.0476077157293|0.00302086048502|0.00909901204733|-0.0161273459078|0.00333708541156|0.0124157446636|0.00631242328769|-0.0121756335357@0.0130259716155@0.0242673963765|0.0168908292497|-0.00605978581561|-0.00880792571177|-0.000375369228643|-0.0040965986622|-0.0121059821135|0.0114115005464|-0.0114537602741|0.00869747614301|0.00538934714933|-0.0120099566507|0.0081942485691|-0.00227789730751|-0.00341199890763|0.00914014114161|-0.00687556216021|0.00287534062305|-0.00404442070423|0.00704551778213|0.0130411060041|0.0141094914394|0.00338260090238|-0.0103227016896|-0.0386352803879|0.0124290065791|0.00110377281393|-0.0140636820156|-0.0168894366806|0.01345258299
MSFT,"April 1, 2016",437|59|14,A2,-0.0170611261722|-0.0109297735973|-0.0210061127825|0.0258522933898|0.0157871835793|-0.0166680158955|-0.00205135007547|0.00300021834984|0.00944030375039|0.00599078458625|-0.00312672043849|-0.0273152881263|0.00448486229337|0.00403561194907|0.00623672923855|0.00445806597857|-0.0137650336898|0.00903833606288|-7.82127228208e-05|0.00587960643332|-0.00328388921842|0.00115461070948|-0.00327125750543|-0.00452774961255|0.00311372206228@0.0115912141357@0.00178783032115|-0.00231545285927|-0.00425356844692|0.0169153275575|-0.00242280370143|-0.00191330694192|0.0105827472775|0.00625139552958|-0.0129612889174|-0.0107630377607|0.0208210847556|-0.0139732801581|0.00815652977683|0.00972158858225|-0.0109391176974|-0.00464764673513|0.00892591788686|0.0245679837362|-0.00700729805548|-0.00856705257194|-0.0243371058375|-0.00567553580116|-0.0114709102073|0.00207180045373|-0.00326217077333|0.00925738022754|0.0161352758001|-0.0110320403263|-0.00364044777229|0.00398720265859
ADI,"August 13, 2015",71|141,A2,-0.0141018938696|-0.00900460708664|-0.0102095898165|0.0047918864705|-0.0563925774947|0.0291907087989|-0.0143164494331|-0.0044575911337|0.000504537653363|-0.0145437651895|-0.00177034388226|-0.00829317394642|0.00837517225284|-0.00258579244266|0.0308880861566|-0.0215603047247|0.0131034344637|0.0057877028378|-0.0182102450821|0.00247714140948|-0.0127589285073|-0.00954922276779|0.00172752567612|-0.0253355198316|0.0169260978152@0.01279095625@-0.000103161467122|0.0411067875783|-0.0163399957436|0.0255276943993|0.00878652284549|0.0126939144397|-0.000157564454573|0.00124957477024|0.00686867816444|-0.015875290616|-0.0117299457612|0.00418609739047|0.00673764353392|-0.0150019369082|-0.00572042804968|0.0125000028986|-0.0136853476605|-0.00605245748438|0.0104092898908|-0.0102970620372|0.0048373455778|-3.35411794628e-05|-0.00172854367042|-0.0071903442907|-0.0101409609119|-0.00246772174192|-0.00163081975042|-0.0136421735084|-0.00146247089488|-0.00164378535839
ILMN,"July 26, 2016",83,A2,0.00088212191681|-0.030655855251|-0.00686094054096|-0.000653203491356|-0.00140078231031|-0.00488279655375|0.00555127532386|-0.00507607743998|-0.014152094333|-0.0174545465082|0.0533347932592|-0.0218194228568|0.000335849605149|0.0111909319775|0.001011129571|-0.00526031260085|0.019032209242|-0.00363094152123|-0.011041190337|0.00242492802417|-0.00506592215642|0.078610205368|0.0228794361876|-0.00359553963662|0.0259512424655@0.0108369154139@0.00158347952155|-0.00561483337783|-0.00473174780848|0.0172922144434|0.0281959836097|0.00676195378144|0.00542145676993|-0.0114452189121|-0.0151780095669|-0.0151458391913|0.0119804885109|0.00981360320683|0.0013718789203|0.00924003692738|-0.0114827005535|0.0077180608101|-0.00363209187209|0.0059630550902|-0.0102850291786|-0.00421670614655|-0.00203868078736|0.00880731811779|0.00272262229415|0.00373427350959|-0.00703922933605|0.00576899209607|-0.0212135737753|-0.00346115807906|-0.0115241325755|0.000633533551275
NUVA,"August 9, 2016",34,A2,-0.0190996973693|0.00344729671942|-0.0119424861754|-0.00449936972753|-0.00422186083546|-0.0011845810288|0.0113075389924|-0.00814333857075|-0.0134026924136|0.00674946490187|-0.00441832688444|-0.0246310159606|0.0178033965357|-0.00203324553494|0.0145549423968|-0.00845474413675|-0.0039875237546|-0.00525252315532|-0.00994745978812|-0.0147210031368|0.00860647341025|-0.00426027622122|-0.0109010742957|0.00503672711085|0.00817726518907@0.0112156639622@0.0138774541456|-0.00602563835297|-0.0112623119039|0.0114932397189|-0.00503477507139|-0.000930731175617|-0.0094698495955|0.00264187754663|-0.0158706672807|-0.0127451921816|0.0230459639094|-0.0126799486778|0.0202959865925|0.0126594735596|-0.0076538610083|0.00806101829992|0.00413777102292|0.0185556732698|0.00870667578036|-0.0126061226872|-0.00963237291463|-0.00441040744739|-0.00906541904597|-0.00248066539394|-0.0072382740613|-0.00129551432609|-0.00979200003111|-0.00108343020169|0.00361262004486|0.0121894274666
NK,"May 3, 2017",83,A2,-0.0136719816812|-0.0178736120967|0.0297429429164|-0.0132914616542|-0.0131378264997|0.0545974041482|0.100925483472|0.0883623205854|-0.0320727465562|0.00783940033366|0.0226307503211|-0.00452604881612|0.0206407803382|-0.0678033691678|0.0526912923312|0.0681581582281|-0.0367087250347|-0.0459412616423|-0.0293089606141|0.0172554484264|-0.0182493132612|0.00625801088927|0.012709602164|-0.0146696910839|0.111820370699@0.0345429168529@0.00914253113216|0.0131177269154|0.0221910617808|0.023027121387|0.0302554973897|-0.0307718791444|0.0152244794645|-0.0112711559295|-0.0271324845615|0.0187637800116|-0.0326342769867|-0.0120174651317|-0.0298458448809|-0.0240139022098|0.0913674341367|-0.00829943108344|-0.041865896386|0.0176810270505|-0.0170503202091|-0.0182706899446|-0.00386624223901|0.0312135005913|-0.00708275444684|0.0135757771932|-0.0184933920611|-0.0573918051082|0.0426976506724|-0.0583920610515|0.070329984389|-0.000187970739833
IGT,"March 13, 2013",22,A2,-0.00976826881473|-0.0033322672513|0.00266601645257|-0.0111438421979|0.0108072884773|-0.00770813514484|-0.0158160159375|-0.0083501821727|0.0112073849928|0.00484767231273|-0.00503022983826|-0.00481365121458|0.0146592797977|0.00994642352971|0.00986629026778|-0.00272650375047|0.000854571300399|0.00128635544548|0.00882432700907|-0.00454646630084|-0.00219031987655|0.00625010944148|-0.0150394343924|0.0211945293326|-0.00858168298801@0.0116990424439@0.0128050591486|-0.00131946729495|-0.0146134028092|0.00137119228329|-0.0139684269396|-0.00637879159736|0.00610102109291|-0.0108389569335|-0.00962516797504|0.000426532405797|0.00810161371224|0.0162272640655|-0.00197186582734|0.00987357597166|0.0101588823693|-0.0132378071456|0.0112976656308|-0.00641824806796|0.00563899989506|0.000937057032809|-0.00498185910719|0.0179521175297|-0.0115810858143|0.00528176212754|-0.0145578652294|0.00726466523462|-0.0257900114204|0.0198311455526|-0.00955869940618|0.0115731015158
CSCO,"September 16, 2014",139,A2,-0.000992418233637|-0.00572977935855|-0.000865321272167|0.00332223146818|-0.0093417407572|-0.00396743788691|0.00267718430167|-0.00116391936712|0.00139730436475|0.00174695651618|-0.00507762356378|0.00579289374112|-0.00496125338189|-0.00183849916115|-0.000662693961056|0.00133305566784|-0.00193335017659|0.0077324770325|0.00367943316951|-0.00440338283115|-0.0019811736162|-0.00283149024258|-0.00584467501627|-0.00107285671384|-0.00287766969887@0.00556661310751@0.00175587757238|-0.00609914522773|-0.00225571658442|0.00224721032021|-0.00329276220319|-0.000980143013314|0.00540059140436|0.00167176948294|0.00349251915739|0.000523277017462|0.00378729522277|-0.00131959167925|0.00921633543342|0.0026583360481|0.000678238080837|-0.00910027904001|0.00965406519486|0.00731706312043|-0.00374507925056|-2.87674896461e-05|-0.00166555643064|-0.00145276985789|-0.0137296484731|0.00463224938338|0.00876144552311|-0.00345864094152|-0.005148688181|-0.00440633199669|0.00225395598581|-0.00736710857851
IBM,"March 27, 2017",20,A2,-0.0143412596708|0.00485173521284|-0.00924195578795|-0.000198951769526|-0.00487153669608|0.00523965845584|0.00242342088868|-0.00385273851408|-0.0158437712812|-0.00261288013852|-0.0097662224732|-8.5933930987e-05|-0.0130164428505|0.00957414180086|-0.00783747017955|0.000522823627128|0.00658482084975|0.000514421525154|0.000424849823183|-0.00596636527741|-0.000207204110996|-0.00734340775826|-0.0059130593276|-0.00628281178674|0.00359467917884@0.00768705686108@0.00474446568546|0.0014624964199|0.000204138926548|-0.00491442666543|0.00258129204019|-0.00350468300115|-0.00147076354483|-0.00778276248291|-0.0141035310527|0.00806600980871|0.00343593197503|-0.00820535479346|0.00696671966983|-0.010959257897|0.00400268051786|0.0156584732205|0.00518587844197|0.0177015488483|-3.56015396183e-05|0.00223838258244|-0.00673185107495|-0.000996826979128|-0.00850012318854|-0.00319654660793|-0.000588267747963|-0.0039747961849|0.00144622488846|0.0132970091293|-0.00821226757375|-0.00381419182017
BONT,"February 10, 2015",97,A2,-0.0267718457893|-0.0414497560215|-0.0376198512905|-0.0482254736618|0.0753504228186|-0.127986706489|-0.0156871559274|-0.000358188287568|0.0136241083125|-0.0142695046864|0.0394192301234|0.00382141419747|0.0250559426792|-0.00705455797854|-0.0282317525946|0.0404970537158|0.00794269660084|0.0354320335878|0.0166109926273|0.000786142828555|0.00855952914154|-0.00594887073163|0.0155100086735|0.0116613147271|0.00459369085658@0.0296911639752@0.0307847772938|-0.0206029390716|0.0217545941477|0.00454378109503|-0.00663782083991|0.0294538674977|-0.0296856188861|-0.0139855063645|0.0257621486344|-0.0345639151049|0.00945967895449|0.0151431111951|-0.0507874565489|-0.0192746733146|-0.0292746644882|-0.0700662956721|-0.00403615056437|-0.0222036776802|0.0508589201287|-0.0106177078241|0.000459852347219|0.0460201889122|-0.00419130096686|0.00128714836963|0.00134072414247|0.0169859749089|0.0157863644401|-0.021691046824|0.0088042371827|0.0591734049001
DE,"May 26, 2016",217|231,A2,0.0042685667883|0.0113554619857|-0.00414729078374|0.00246724407653|-0.00531337630559|-0.00885068424595|0.0017473091546|-0.00877967858424|0.0278548607925|0.0149198959518|0.00555690169149|-0.00707131834553|0.00547380915547|0.00866675936361|-0.00465877844395|0.0027083751661|-0.0607952438717|0.00630369819372|0.0102936057103|0.00567653040641|-0.00015086676274|0.000793057640176|0.027126010112|0.00708017741422|0.0141266990047@0.0116659863229@0.00740799658139|0.0204858256588|0.0135010623467|0.011372599511|-0.00590763933809|-0.0125163667846|-0.00599264486282|-0.00879663104213|-0.00893875428309|-0.00995383960813|0.00559021764869|0.0156318827922|-0.00683046688574|0.00235969244114|-0.00203208727872|-0.00679559272476|-0.00401528793143|0.0013599178342|0.00383462688118|-0.00690229698911|-0.0341054522669|-0.0113581305905|-0.00118391407751|0.0168270988465|-0.00616592497716|0.0148167189893|0.00149346190852|-0.00171392391851|0.00330110035409|0.0152267517656
EBAY,"October 2, 2013",209,A2,0.0183982663452|0.0100451991167|0.0176416443755|-0.00761750028|0.012160575418|0.0139144299211|-0.00188708926227|-0.00410856787396|-0.00549255042018|0.0165638437048|-0.00485582111039|-0.00207556154914|0.0144835536725|0.000452574452511|0.0100066066523|-0.0146836740295|0.0426808723031|-0.0114024308848|0.00469705220709|-0.000555348198825|-0.00439249095751|-0.00633586595625|0.00873285919271|-0.0119966106124|-0.0215968306555@0.0179117121933@0.011248842689|0.00804732153029|0.011074185731|0.0214291512155|-0.0115519150628|0.00974259949472|0.0095787934846|-0.0717843246045|-0.025096089131|0.00226102462744|-0.0104819225782|0.0122049635691|-0.0119074473463|0.0149524740468|-0.00876215862102|0.00769588336821|-0.00488820335779|0.00807189844903|0.00259227934103|0.00524174725738|0.0231603143329|-0.00985169726042|0.0094473667367|-0.00162282285496|0.00090448846348|0.0150050193345|0.0062492411088|-0.00996829705023|-0.0017810236426|-0.0112116932706
ORCL,"April 3, 2015",203,A2,ERROR
MT,"May 16, 2017",193,A2,-0.0131799155415|0.0317823589229|0.0105806651339|0.0337991670802|-0.0111362061732|-0.00879532892763|-0.00534808387361|-0.0207249968653|0.0202169806881|0.00405760725122|0.00546633310799|-0.0329834407445|0.000873254900488|0.0317405203626|-0.0177510386505|0.0110073630979|0.0135334273433|-0.00212104432716|-0.0548885622849|0.0123110353807|0.0308298446721|0.043288964625|-0.0302718605289|0.0148714553204|-0.0138636850837@0.018219106064@-0.0141532016905|-0.00109069081023|-0.0112664004522|-0.0398037516471|-0.0123556225186|0.0219212011733|0.00805505102777|-0.00445309500017|-0.00845507381549|0.00523735953006|-0.000958738162487|-0.00242247666927|0.00303473261198|-0.0103128141941|-0.0150758852116|0.0581532201549|0.00139884228113|0.0250745786463|0.00523683461542|0.00206968861163|0.0136061356731|0.00264475613737|0.0221800351762|-0.0139031155482|-0.0302609859923|0.00526095144102|-0.0165874880275|0.000566989616343|-0.00178682538403|0.00844578842727
