Stock_Ticker,Decision_Date,Last_Filing_Days,Category,"MM_[-60,-30)_[-20,5)_NBS"
SLAB,"November 8, 2016",5,A1,-0.0096671498903|0.00590160468628|-0.00779199695011|0.00129924245183|-0.000830429112839|0.0227561060815|-0.00470294043058|0.00456528340689|0.00334069967036|0.000147309455442|0.0663280039277|-0.022660128252|0.0245871449367|-0.0225939639915|-0.00836222249272|-0.00223012009044|-0.00396375332843|0.0122153932162|0.00109522002387|-0.00357450183271|-0.00393482224177|-0.0100073392834|-0.0247500608013|0.010598410019|-0.00658584570577@0.00881685297256
MS,"January 27, 2014",54,A1,0.000571929030545|-0.00535978976101|-0.0023571306261|0.00842945751641|-0.00116224298458|0.0140198251492|0.00258246007742|-0.00607725791615|0.00188624297186|0.00506442821475|0.00150027319575|0.00275966784609|-0.00314646349148|0.0239013381419|0.00543212991259|0.0471739782817|-0.0273776136893|-0.0163644822528|-0.00497451694146|-0.00664435230075|-0.0159788702848|-0.0054061466996|0.00578064135776|-0.00954032391564|-0.000107322781424@0.00773531310822
MSFT,"May 9, 2016",5,A1,0.00805860684412|0.00146077261445|0.0107786863827|-0.000398351179827|0.00767756290252|0.00773712959012|0.00360558993245|-0.0120589708079|0.00663773180645|-0.0630418522833|0.0031205007116|-0.003000672973|-0.00512435583416|-0.00960710043379|0.00774840698578|0.003128307914|-0.014386706389|0.0083637078713|-0.00191334494733|0.00692117581489|-0.0137711874392|0.00392304035225|0.0130405377795|0.00525696985473|7.73723381265e-05@0.00974571949255
NOK,"January 10, 2014",66,A1,-0.0132813738|0.00541931315099|-0.0239978154367|-0.0186804556417|-0.0121294883125|0.0117589323477|-0.00463224495152|0.00971659649469|-0.00991735111546|-0.00120128694083|-0.0110935124687|0.0206752367486|-0.0155542728091|0.00242136944458|-0.0125532245952|0.0127887495385|-0.00402833431271|-0.0114975942053|0.00319233111021|-0.0133890109036|0.00602096187305|-0.00675366554476|-0.0292780563663|-0.000306561579423|-0.0128413627608@0.0263547785514
XLNX,"February 15, 2017",161,A1,0.000399464125789|-0.00189900918641|-0.00681956285233|-0.00151980555244|0.00261138243573|-0.00291478107199|-0.0399161354624|0.0170429359778|0.0148681420342|-0.0193140222533|-0.0182366177917|0.00955214863371|-0.0122583520646|0.00545122975605|-0.00591103375632|-0.0019348501562|-0.0174383038405|-0.00715350118468|0.0160588300496|-0.0218672640955|-0.00722666074081|0.00981976619492|0.00147092754765|-0.00733874024408|-0.00955879496409@0.0135496576409
NVDA,"March 15, 2017",6,A1,-0.00124110928679|-0.017167581789|-0.0154759842385|-0.0129532456932|0.0235484315476|0.00270376148471|-0.0884198210883|-0.0060762147724|0.00655642669438|-0.00833474061246|-0.0116949821264|-0.0312794041113|-0.00612710350115|-0.00153252460682|0.0163928466656|-0.00893310587282|-0.00113621681107|-0.00843414905342|0.0175434629166|0.00492195095023|-0.0221522144224|0.00656268373368|0.00946040363425|0.0257138358142|-0.00209127807428@0.0270446276868
AMZN,"November 26, 2014",20,A1,0.000120387850672|0.00932494397843|0.010266200587|0.00178451288419|-0.00519046942356|-0.0212493897857|-0.00586431996657|0.013036702343|0.0127890368019|0.0211837483512|-0.0021321029784|0.0153410124988|0.0363644727772|-0.0121399606214|-9.71361188501e-05|0.00765882562006|0.0103357433761|0.00177386969545|0.0037041459729|7.72132377239e-05|-0.00845454498846|0.0148709299045|-0.0248500020658|-0.00429225228873|-0.0326196147922@0.0103812309209
PRSS,"November 10, 2016",6,A1,0.0109971418959|0.000219549469626|-0.0102311327017|0.0281101849865|0.000991963650372|-0.0235774555248|0.00373632901217|-0.00369493345083|0.00437225081781|0.000926675926265|0.0348819841104|-0.00634668451339|-0.00711828199801|0.0182156719319|-0.0112733819567|-0.00560086555435|-0.0124193494625|0.0040859726173|0.000603094528335|0.0024552126149|-0.0211032322866|-0.056349244583|-0.0246007580163|-0.0153781585678|0.0032306898445@0.019762457898
SPLS,"February 8, 2016",3,A1,-0.00165268741733|0.00591899219128|0.0182547444454|0.0258985078228|-0.0264019780503|0.0190630941257|0.0111898886708|0.00780148339174|0.0254142666408|-0.0302746175408|0.0304589721602|-0.033371170145|0.00768663573634|-0.0370642658242|-0.0263113680172|0.0173258071196|0.00909009767719|0.0103922230085|-0.00241186144293|0.0396685509386|-0.034122111243|0.00234889347735|0.018391579859|0.0149290733469|-0.0200828393915@0.0273854899905
AMZN,"December 30, 2014",11|81,A1,-0.0229807384761|-0.00305046169694|-0.0318517033087|0.00620659621721|-0.0137392217831|-0.00748170493063|0.0146529571968|-0.00369337155964|0.0022274833448|0.0113779102714|0.00505659036483|-0.0262462499616|-0.00575817145354|-0.0207205275751|0.00716151913965|0.0202532677329|0.00520857826694|-0.01075690534|0.0162737320978|0.0128838675253|0.00220619321192|0.00733260694741|-0.000969739650626|-0.00668310438524|-0.0114663367286@0.0205551011797
AMZN,"July 22, 2013",14,A1,-0.00241602357173|-0.0035705541334|0.00298387862811|0.0322772182624|-0.0188220478935|-0.00212875518954|-0.00217415115977|0.00832320209723|-0.00113172705328|-0.00439250463335|0.0195903766947|0.000602092478756|-0.00234374865083|0.0228890207766|0.0267953749078|-0.0121462003693|0.00447266415049|0.00727170529931|-0.0161645514636|0.00764688752742|-0.00701566500804|-0.00644224218846|0.00240067732149|0.00294356653979|0.0429883995543@0.016670356996
DAL,"April 26, 2013",44,A1,-0.0173523078267|-0.0186917957421|-0.0982883883783|-0.0244966295569|0.00734791110243|-0.0224890518156|0.0294597643075|-0.0152109970167|0.014455781956|0.00899616578256|-0.0131861964037|-0.029402650567|0.0461625217484|-0.0218743240733|-0.0237125684779|-0.00452339363097|-0.0188495723214|0.0931285953289|-0.00597555709682|-0.0199928926182|0.0244305104438|-0.00306658899455|0.00371878764792|-0.020859776424|0.0268675870301@0.0213818397004
PHG,"December 11, 2014",9,A1,0.00917610601168|0.00735804728324|-0.00078713194014|0.00286380177993|0.0138537342188|0.0064060374222|-0.00643156003524|0.00965917947211|0.0188404014869|0.00493751798387|0.00195683432333|0.0144778278889|0.0125337473707|-0.00913090886507|0.00407754174184|-0.00705392552836|0.00768101033083|-0.00104765454474|0.00854798199698|0.0093267878154|0.00418490129983|-0.00403980675179|-0.0123384673627|0.0263812971621|-0.0271062506304@0.015415573445
AMZN,"April 14, 2015",7,A1,-0.0146292244293|-0.00405719501672|-0.0100563427144|0.000534540978182|0.000729317500163|-0.0137854860008|-0.00115852087472|-0.0247913116527|-0.0156004902967|0.00664350539021|-0.0012589725105|-0.00685887422659|-0.00752068039294|-0.00520828265482|-0.00098988324497|-0.016714652411|0.016154326934|-0.012583180371|-0.0126797043408|-0.00107444287913|-0.00393855734259|-0.0115502345026|-0.00210116222627|-0.0375850289521|0.0275429695368@0.0279746670349
BWA,"June 10, 2014",5,A1,0.00945732614251|-0.00167537626952|0.00442675998247|-0.00858919366633|0.00432715085655|-0.00645203882151|0.00393024192434|0.00504657565388|0.00151801524488|0.00789820341457|-0.0105167765052|0.00580948978178|-0.00540263890136|0.000559240941573|0.00625939406618|0.00818909744302|0.00336568561666|-0.00483243900794|0.00455443675093|-0.0105978035199|0.00264137612295|0.00549263150553|-0.0151486521443|0.00468645624583|-0.00298854543569@0.00851193100506
AMD,"January 14, 2014",4,A1,0.004649703268|-0.0227507369708|0.0155617493361|0.0107893823801|0.00684109722236|0.0131949485353|0.0228767128|0.01374168954|0.00464966529932|0.00478559938996|0.0140805820493|0.0117973473371|0.0232188476805|0.0187684823786|0.039833320825|0.00875459976944|0.00105795939279|-0.0272655779318|0.00439171570113|-0.00930246490495|0.0395509090773|0.0513229860331|-0.0346976903251|-0.0435009924515|0.00362720455217@0.0349023200082
JKHY,"October 13, 2015",6,A1,0.00484454049033|0.00134242923573|-0.00690321132163|-0.000456375132786|0.00672620298685|0.00164069559111|0.00308682625308|0.00113509974002|0.0103329208059|0.00109219797005|0.00730505943978|-0.00798848502547|-0.00283856569581|0.00137798820712|0.00619603223449|0.00742329081204|2.51058210605e-05|0.0091416686083|-0.00203122690844|-0.000557562700049|-0.0015729852452|-0.00489788836391|-0.00747551472681|-0.004839661686|0.00282984877985@0.00852637151103
INFN,"June 29, 2015",55,A1,0.0137554877536|-0.00306576922835|0.0104353758789|0.00149704406528|0.023723617582|0.0054053244623|0.00981047526605|-0.0111079275149|-0.00884261357582|0.0213986116001|0.0426218090045|-0.0041925342753|-0.0167963177156|-0.0105095438526|0.00448569358169|-0.0112319431481|-0.0245348977239|0.00457570888286|-0.00188748899553|-0.0111601984118|0.035533635525|-0.0188542601974|0.0107080467347|-0.0124914679484|-0.00921668942234@0.0217640549423
SQ,"October 16, 2015",11,A1,ERROR
MNTA,"November 10, 2015",57|187|112,A1,-0.00571845655059|0.0200954629124|0.0117186026091|-0.0113538951313|-0.00476836514858|-0.0323596334876|0.0516139417411|0.00869498000715|0.00411409848471|-0.015679550818|-0.00647456436671|0.0109993618594|0.00848462159599|-0.00923499046257|0.0119698461067|-0.0376135186278|0.0437251291731|0.0635295765473|-0.00481223691114|0.0289755195468|0.0328792160097|0.00243489538647|-0.0104523744916|0.0407831386204|-0.0326034050691@0.0232108083089
COF,"March 7, 2017",91,A1,0.00582016902604|0.0115397096634|-0.00178943344168|0.000183686893665|-0.0109189254852|1.31864363771e-05|0.00610952809884|0.00269323928053|-0.000924002768916|0.0157170941207|0.00184143584473|0.00452406671441|0.0109218105534|-0.00414097740645|0.00398228565333|0.0171329547833|-0.00416927308936|0.00250119229458|-0.00383983692729|-0.000764141493422|0.00669466697417|0.00582760938225|0.00297968579976|0.000130036322257|-0.00765233735209@0.00567134007011
BBBY,"April 7, 2016",1,A1,-0.00979311168592|-0.0172820624028|-0.0055124980916|-0.00754575171901|-0.00815926298105|0.00101375055752|-0.0221370822718|0.0157713121088|-0.000542248702815|-0.00466174315588|0.00025743469951|-0.0064090959225|-0.00647476512726|-0.0120714618294|-0.00168976284376|-0.00140733504181|-0.00320213644005|0.00281765669762|0.0040185625569|-0.0119458099296|0.0134244196468|-0.0471301696869|-0.0145249688515|0.00478784030555|-0.00171000215178@0.0153587854456
TWTR,"May 17, 2016",1|13|418,A1,0.00410225894077|0.0403454490156|0.00635710205114|-0.023922090402|0.00968087414157|0.0354136705413|-0.167874336767|-0.00129674776402|0.0138848010143|-0.0163749494964|-0.00847154152846|0.0693412066822|-0.0327394723672|0.0246907417505|-0.031373466972|0.043465990174|0.0212592705461|-0.0155549284101|-0.00516323253839|0.00618154560337|0.0352639421134|-0.00368775080851|0.0115795666333|-0.00107079109869|-0.00441458592253@0.0260411686689
MSFT,"November 6, 2014",29,A1,-0.0071772394542|-0.0270842176198|0.012687004136|0.00066433682446|-0.0108503696756|-0.00883592728833|0.0026797665871|-0.000773067730648|-0.00181841075674|-0.00573863144231|0.000551752085847|0.0149221707863|-0.00602407955575|0.00552125271873|0.00627159919258|-0.021304048402|0.0100979707146|0.00788971839267|0.00360296483344|0.00482989798948|0.00868196359398|0.000813107406123|-0.00271156911814|-0.00448605163555|-0.00272347888683@0.0073400018008
GRPN,"February 17, 2017",11|249,A1,-0.0198749126342|0.0199362071569|-0.00909253636655|-0.0172065604065|-0.00739985901912|0.0140056610116|0.00994077904094|0.0205715953798|0.0111009943608|0.0203042993635|-0.0209594931251|0.0274682273703|-0.00921889186804|0.0142616051988|0.00571859142618|-0.0121897762718|-0.0129762835981|0.0537417824936|0.194350596115|0.00883501266744|0.00530822653287|0.00617949847637|-0.0366915842748|-0.0128424255776|0.0105950879401@0.0182083195002
AAPL,"December 15, 2015",68|344|42,A1,0.00641705185052|-0.00225217439261|0.0183894762045|0.0140639657535|-0.000208345784828|-0.0161489166155|0.00300945951856|-0.0114493398634|-0.00386401384725|0.00428296778668|-0.0139800714174|-0.00196266974271|0.000767935501615|0.023924427715|0.00467746675418|0.00378865551632|-0.0165869601195|0.00153938253424|-0.0108030579703|-0.00399117699678|-0.0291849619685|-0.00275401907869|-0.0125201423138|-0.0183018595093|0.00662438626894@0.0145231981485
MSI,"December 5, 2014",56,A1,-0.0227326855452|0.0109630865112|-0.00813270529909|-0.00893633089562|0.00146000538683|0.00729186111385|0.0112542358583|0.000321742290941|0.00286117283225|-0.00265351924109|-0.00594179367202|-0.012056826542|0.00411949221289|-0.00365713872794|-0.00541305192742|-0.00143006063059|0.00172828812317|-0.00401284022635|-0.0055725293229|-0.00196204595465|-0.00403467556003|0.00920148988165|0.000986612319655|-0.0166298806182|-0.00406239883675@0.00866455070833
AAPL,"November 18, 2013",101,A1,0.0333180451645|0.00651580304016|0.00544349504086|0.000918629062374|0.00105742284753|0.0133481055807|-0.024185340068|0.0506484369906|-0.00871441769599|0.0154172161284|0.00380211980181|-0.00403148704225|0.0243046051038|0.00845681416863|0.0191463643267|-0.00284208079791|-0.0188356561349|-0.0035462984633|0.0343832834861|-0.0123531478936|0.016549278827|0.0215508146588|-0.00428459057151|-0.000934450503623|0.00443376649182@0.0161887550999
NWY,"April 25, 2016",334|21,A1,0.0652952281267|-0.0329862878124|-0.0274587928594|-0.00729441399369|-0.0492430243362|-0.0216272429225|-0.0176700224836|-0.0430085260438|-0.0173134705644|0.00275738706816|0.0368785132118|-0.00906918207416|-0.00685319501602|-0.0108088868594|-0.00474680661462|-0.0620445734974|0.0375781718004|-0.00530177070252|-0.0199692554567|0.0189281081473|0.0209073383574|0.0287426441324|0.00845701798479|-0.0293537466368|0.0166145324064@0.0459871436583
INTC,"January 8, 2016",2,A1,0.00813013448341|-0.00562150641719|2.60813337005e-06|-0.000899333176175|0.0136026631755|-0.012565033237|-0.00115232382801|-0.0179154118279|0.00294503434921|0.0078240676552|-0.00135277057028|-0.000538058549417|-0.00298621386302|0.00352352546936|-0.0090082577504|-0.00896251358363|-0.00140482134606|-0.00747151115275|-0.0130651779963|-0.0198816695732|-0.00395557420345|0.0165743085212|0.00781978712494|-0.00155545919354|0.0091613390376@0.012097235567
AAPL,"January 27, 2017",1,A1,-0.00037491679559|-0.00435058859686|-0.00493043619331|-0.00581663648629|-0.00834670003424|-0.00618976891902|0.00137290978333|-0.0014256799571|0.00459823274374|0.00424023816932|-0.0146450041743|-0.0061290782476|0.000944047520453|-0.00188840163166|-0.0037640998048|-0.00179892146969|-0.00332547250505|-0.00104823477081|0.0102247655656|5.10520538553e-06|-0.00779748388568|-0.00660729824174|-0.0080986398833|0.055763663269|-0.00773300224822@0.00936317821728
YHOO,"July 22, 2013",14,A1,-0.00795751940642|-0.0273100393771|0.01970421823|0.00527495696774|-0.00686123086479|-0.00972154864379|-0.00584544280518|-0.00919589111833|0.0231529648477|-0.0136758064786|-0.011852216117|0.0335019463767|-0.00384311909771|0.0062619126651|0.00191420449852|-0.00192994944315|-0.0125662382083|0.093875223846|-0.0122076601223|-0.0209529687442|-0.0486076561085|-0.0180846167474|0.0246184080872|0.0104304995694|-0.00254431846949@0.0140038648316
YHOO,"May 17, 2016",1|435,A1,-0.00471437923984|0.0390301388304|-0.00106226731197|-0.0114506388979|-0.00181285091942|-0.0105495946032|-0.00741586457357|0.00442683145772|0.00853261257438|-0.0172616697854|0.00149029988624|0.00845322557537|0.0275559110541|9.99766076428e-05|-0.0108288785596|-0.0110115015104|0.013626136177|-0.00613675452737|-0.00900099131047|0.00723945606408|0.0126041424229|-0.00287077606817|-0.00231631945624|-0.0339587264476|0.00243504425263@0.0108351931331
MSFT,"August 12, 2016",37,A1,0.000878019204247|0.00215608561824|-0.0143199615422|0.048005525252|0.00318610215819|0.00856244232101|0.00692091927278|-0.000232999167352|-0.00618520867154|-0.00192632318017|0.00651110780917|0.00204439918312|0.00797649945548|0.00154133761027|0.00762645697874|-0.00181857497173|0.00225161528013|0.00247576362792|0.000290431349309|-0.00142596941148|-0.00467651575708|-0.000466677928409|0.000878710553145|-0.000438813611897|-0.00251898544655@0.00827258657135
NKE,"February 11, 2016",126,A1,0.0253095072714|-0.029211417997|0.00747666536591|0.0153887125419|0.00693536961017|0.021275899873|-0.0211991590215|0.00342271981237|0.00922084066246|0.0150809192437|0.0415907964415|-0.00956840910014|0.00422486369123|0.00880392815923|0.000628742063284|-0.0360429220274|9.76110591242e-05|-0.00538503164191|0.00842182027593|0.021780753674|-0.0336656377813|0.00154227369289|-0.00515327372475|-0.0237858532803|0.0166721017206@0.0129553441956
ATHN,"April 12, 2017",5,A1,0.026501903879|0.00189339921424|-0.00447587733053|-0.0232617363138|-0.0387836508221|-0.0341152663943|0.011209466403|0.00131854828003|0.0155958534464|0.0278261612836|-0.000874784712659|0.041266377713|0.000795823827211|-0.000824319009563|0.00531317884335|-0.00286337569742|0.0299824125649|-0.013896180921|0.0133487510185|0.0176733682549|-0.052122447416|-0.0265519899704|0.0154278328245|0.0119194167557|0.0177017973915@0.0299940101288
XRX,"February 13, 2017",195,A1,0.0195098011368|-0.0121154084573|0.0144020920698|-0.00576597255636|-0.000668747637875|0.000544550425378|0.00338420006566|0.00122716220519|-0.00481783934143|0.00879305199881|0.00436764381511|0.0069873703208|0.022796680881|0.0166980880671|-0.0074170020573|-0.00730453534984|0.00214663840889|0.0417645048233|-0.0153878740702|0.00628035947833|-0.0109214326687|0.0254138458392|-0.00380497991066|-0.00477138125989|0.00653790974696@0.011009760229
AAPL,"July 11, 2016",287,A1,0.00218204643269|-0.00486635078148|0.00195654139189|0.000845906669653|0.00154197102462|-0.0112629524405|-0.00448319195034|0.011416348718|0.000843693350548|-0.00025224452012|0.000601696683638|0.000270809177391|0.0038020044067|-0.00455746702648|0.00671286009887|0.00251919310815|-0.00951813390178|0.00274166301233|0.00674111762545|0.000860587283513|0.00551004608503|0.00899753153917|-5.36265039931e-05|0.0202201533507|0.00424147065513@0.0174517266277
PLT,"July 31, 2013",120,A1,-0.00292358801074|0.0110456068193|0.0119969657733|0.00647915601648|0.00811911661006|-0.00501259307151|0.00339728320807|9.44834797907e-05|-0.009477148185|-0.0093452012072|0.00454680241109|-0.000399653804983|-0.00126922462696|-0.00301709981388|-0.00937628736953|-0.00181337260121|-0.0154391922135|-0.00200035178859|-0.00493204224321|-0.0011559030884|0.0175336294195|0.0174809090292|-0.00274327191852|-0.00228543621551|-0.0174173225556@0.0088950859021
